country,institution,funder,year,pub_count
BR,Instituto Nacional do Câncer,MRC,2021,2
BR,Instituto Nacional do Câncer,NIH,2023,1
BR,Instituto Nacional do Câncer,Wellcome,2021,1
BR,Instituto Sou da Paz,MRC,2021,1
BR,Instituto Tecnológico de Aeronáutica,NSF,2019,1
BR,Instituto da Visão,NIH,2019,1
BR,Instituto de Ensino e Pesquisa Santa Casa,NIH,2022,1
BR,Instituto de Infectologia Emílio Ribas,NIH,2020,1
BR,Instituto de Pesquisa Ambiental da Amazônia,NIH,2016,1
BR,Instituto de Saúde,NIH,2020,1
BR,Instituto do Câncer do Estado de São Paulo,NIH,2019,1
BR,Instituto do Câncer do Estado de São Paulo,Wellcome,2022,1
BR,Laboratório Nacional de Computação Científica,NIH,2022,1
BR,Londrina State University,NIH,2021,2
BR,Londrina State University,NIH,2022,1
BR,Mato Grosso do Sul State University,MRC,2023,1
BR,Medecell (Brazil),Wellcome,2019,1
BR,Nanomed (Brazil),DFG,2022,1
BR,National Institute of Science and Technology for Structural Biology and Bioimaging,MRC,2020,1
BR,National Institute of Science and Technology in Regenerative Medicine,NIH,2020,1
BR,National Institute of Science and Technology in Regenerative Medicine,NIH,2021,2
BR,Natura (Brazil),MRC,2018,1
BR,Oswaldo Cruz Foundation,MRC,2020,2
BR,Oswaldo Cruz Foundation,MRC,2021,3
BR,Oswaldo Cruz Foundation,MRC,2022,1
BR,Oswaldo Cruz Foundation,NIH,2017,1
BR,Oswaldo Cruz Foundation,NIH,2018,1
BR,Oswaldo Cruz Foundation,NIH,2019,2
BR,Oswaldo Cruz Foundation,NIH,2020,5
BR,Oswaldo Cruz Foundation,NIH,2021,4
BR,Oswaldo Cruz Foundation,NIH,2022,3
BR,Oswaldo Cruz Foundation,Wellcome,2020,1
BR,Oswaldo Cruz Foundation,Wellcome,2021,2
BR,Oswaldo Cruz Foundation,Wellcome,2022,1
BR,Ponta Grossa State University,NIH,2019,1
BR,Pontifical Catholic University of Rio Grande do Sul,NIH,2018,1
BR,Pontifical Catholic University of Rio Grande do Sul,NIH,2019,1
BR,Pontifical Catholic University of Rio Grande do Sul,NIH,2022,1
BR,Pontifícia Universidade Católica de São Paulo,NIH,2020,1
BR,"Rio de Janeiro Federal Institute of Education, Science and Technology",NIH,2021,1
BR,Rio de Janeiro State University,NIH,2018,1
BR,Rio de Janeiro State University,NIH,2019,1
BR,Rio de Janeiro State University,NIH,2021,3
BR,Rio de Janeiro State University,NIH,2022,1
BR,Secretaria Municipal de Saúde,MRC,2020,1
BR,Secretaria Municipal de Saúde,Wellcome,2020,1
BR,Secretaria da Educação do Estado da Bahia,NIH,2022,1
BR,State University of Santa Cruz,NIH,2022,1
BR,São Paulo State University,NIH,2019,1
BR,São Paulo State University,NIH,2020,2
BR,São Paulo State University,NIH,2021,5
BR,São Paulo State University,NIH,2022,1
BR,São Paulo State University,NIH,2023,2
BR,Unichristus,NIH,2021,1
BR,Unichristus,Wellcome,2021,1
BR,Universidade Brasil,NIH,2020,1
BR,Universidade Católica de Brasília,NIH,2020,1
BR,Universidade Católica de Pelotas,NIH,2019,1
BR,Universidade Cruzeiro do Sul,NIH,2020,2
BR,Universidade Estadual de Campinas,BHF,2021,1
BR,Universidade Estadual de Campinas,BHF,2022,1
BR,Universidade Estadual de Campinas,MRC,2017,1
BR,Universidade Estadual de Campinas,MRC,2020,1
BR,Universidade Estadual de Campinas,MRC,2022,1
BR,Universidade Estadual de Campinas,NIH,2019,2
BR,Universidade Estadual de Campinas,NIH,2020,5
BR,Universidade Estadual de Campinas,NIH,2021,4
BR,Universidade Estadual de Campinas,NIH,2022,3
BR,Universidade Estadual de Campinas,NIH,2023,2
BR,Universidade Estadual de Montes Claros,NIH,2022,1
BR,Universidade Federal Rural do Rio de Janeiro,MRC,2022,1
BR,Universidade Federal da Grande Dourados,MRC,2022,1
BR,Universidade Federal de Goiás,MRC,2019,1
BR,Universidade Federal de Goiás,NIH,2017,3
BR,Universidade Federal de Goiás,NIH,2018,1
BR,Universidade Federal de Goiás,NIH,2021,1
BR,Universidade Federal de Goiás,NIH,2022,2
BR,Universidade Federal de Juiz de Fora,NIH,2019,1
BR,Universidade Federal de Minas Gerais,BHF,2022,1
BR,Universidade Federal de Minas Gerais,DFG,2019,1
BR,Universidade Federal de Minas Gerais,MRC,2021,3
BR,Universidade Federal de Minas Gerais,NIH,2015,1
BR,Universidade Federal de Minas Gerais,NIH,2018,3
BR,Universidade Federal de Minas Gerais,NIH,2019,6
BR,Universidade Federal de Minas Gerais,NIH,2020,7
BR,Universidade Federal de Minas Gerais,NIH,2021,10
BR,Universidade Federal de Minas Gerais,NIH,2022,5
BR,Universidade Federal de Minas Gerais,NSF,2020,1
BR,Universidade Federal de Minas Gerais,Wellcome,2022,1
BR,Universidade Federal de Ouro Preto,NIH,2020,1
BR,Universidade Federal de Pelotas,MRC,2019,1
BR,Universidade Federal de Pelotas,NIH,2018,1
BR,Universidade Federal de Pelotas,NIH,2019,2
BR,Universidade Federal de Pelotas,NIH,2021,1
BR,Universidade Federal de Pelotas,NIH,2022,3
BR,Universidade Federal de Pelotas,NSF,2020,1
BR,Universidade Federal de Pelotas,Wellcome,2017,1
BR,Universidade Federal de Pelotas,Wellcome,2019,1
BR,Universidade Federal de Pelotas,Wellcome,2020,1
BR,Universidade Federal de Santa Catarina,BHF,2019,1
BR,Universidade Federal de Santa Catarina,BHF,2020,1
BR,Universidade Federal de Santa Catarina,DFG,2021,1
BR,Universidade Federal de Santa Catarina,MRC,2021,1
BR,Universidade Federal de Santa Catarina,NIH,2021,2
BR,Universidade Federal de Santa Catarina,NIH,2022,2
BR,Universidade Federal de Santa Catarina,NIH,2023,1
BR,Universidade Federal de Santa Maria,NIH,2017,1
BR,Universidade Federal de São Paulo,BHF,2022,1
BR,Universidade Federal de São Paulo,MRC,2019,1
BR,Universidade Federal de São Paulo,MRC,2022,2
BR,Universidade Federal de São Paulo,NIH,2015,1
BR,Universidade Federal de São Paulo,NIH,2016,1
BR,Universidade Federal de São Paulo,NIH,2017,1
BR,Universidade Federal de São Paulo,NIH,2019,1
BR,Universidade Federal de São Paulo,NIH,2020,3
BR,Universidade Federal de São Paulo,NIH,2021,4
BR,Universidade Federal de São Paulo,NIH,2022,2
BR,Universidade Federal de São Paulo,NIH,2023,1
BR,Universidade Federal de São Paulo,Wellcome,2019,1
BR,Universidade Federal de São Paulo,Wellcome,2022,2
BR,Universidade Federal de Viçosa,NIH,2022,1
BR,Universidade Federal do ABC,NIH,2021,1
BR,Universidade Federal do Acre,MRC,2021,1
BR,Universidade Federal do Acre,NIH,2018,1
BR,Universidade Federal do Ceará,MRC,2022,1
BR,Universidade Federal do Ceará,NIH,2021,1
BR,Universidade Federal do Espírito Santo,MRC,2019,1
BR,Universidade Federal do Espírito Santo,MRC,2020,1
BR,Universidade Federal do Espírito Santo,MRC,2021,1
BR,Universidade Federal do Espírito Santo,NIH,2019,1
BR,Universidade Federal do Vale do São Francisco,NIH,2017,1
BR,Universidade Luterana do Brasil,NIH,2021,1
BR,Universidade Nove de Julho,NSFC,2021,1
BR,Universidade São Francisco,NIH,2017,1
BR,Universidade da Região de Joinville,BHF,2022,1
BR,Universidade da Região de Joinville,MRC,2022,1
BR,Universidade da Região de Joinville,NIH,2022,1
BR,Universidade de Fortaleza,NIH,2021,1
BR,Universidade de Ribeirão Preto,BHF,2020,1
BR,Universidade de Ribeirão Preto,MRC,2022,1
BR,Universidade de Ribeirão Preto,NIH,2018,3
BR,Universidade de Ribeirão Preto,NIH,2021,2
BR,Universidade de Ribeirão Preto,NIH,2022,1
BR,Universidade de São Paulo,BHF,2017,1
BR,Universidade de São Paulo,BHF,2019,2
BR,Universidade de São Paulo,BHF,2020,1
BR,Universidade de São Paulo,BHF,2021,1
BR,Universidade de São Paulo,MRC,2017,1
BR,Universidade de São Paulo,MRC,2018,2
BR,Universidade de São Paulo,MRC,2019,2
BR,Universidade de São Paulo,MRC,2020,1
BR,Universidade de São Paulo,MRC,2021,3
BR,Universidade de São Paulo,MRC,2022,2
BR,Universidade de São Paulo,MRC,2023,1
BR,Universidade de São Paulo,NIH,2016,2
BR,Universidade de São Paulo,NIH,2017,2
BR,Universidade de São Paulo,NIH,2018,3
BR,Universidade de São Paulo,NIH,2019,12
BR,Universidade de São Paulo,NIH,2020,22
BR,Universidade de São Paulo,NIH,2021,18
BR,Universidade de São Paulo,NIH,2022,9
BR,Universidade de São Paulo,NIH,2023,3
BR,Universidade de São Paulo,NSF,2023,1
BR,Universidade do Extremo Sul Catarinense,NIH,2021,1
BR,Universidade do Sul de Santa Catarina,BHF,2022,1
BR,Universidade do Sul de Santa Catarina,Wellcome,2022,1
BR,University of Brasília,CIHR,2017,1
BR,University of Brasília,MRC,2020,1
BR,University of Brasília,MRC,2022,1
BR,University of Brasília,NIH,2020,2
BR,University of Brasília,NIH,2022,1
BS,University of the West Indies,NIH,2022,1
BW,Botswana Geoscience Institute,MRC,2022,1
BW,Botswana Geoscience Institute,NSF,2022,1
BW,Botswana Harvard AIDS Institute Partnership,Wellcome,2020,1
BW,University of Botswana,NIH,2017,1
BW,University of Botswana,NIH,2021,2
BY,Belarusian State University,NIH,2014,1
BY,Republican Scientific and Practical Centre of Pulmonology and Tuberculosis,MRC,2021,1
CA,AIDS Vancouver,CIHR,2018,1
CA,AIDS Vancouver,NIH,2022,1
CA,Acadia University,NIH,2022,1
CA,Access Alliance Multicultural Health and Community Services,BHF,2019,1
CA,Access Alliance Multicultural Health and Community Services,BHF,2021,1
CA,Access Alliance Multicultural Health and Community Services,MRC,2019,1
CA,Access Alliance Multicultural Health and Community Services,Wellcome,2021,1
CA,Adler,DFG,2019,1
CA,Adler,NIH,2019,1
CA,Agriculture and Agri-Food Canada,NIH,2020,1
CA,Agriculture and Agri-Food Canada,NSFC,2018,1
CA,Agropur cooperative,NIH,2021,1
CA,Air Canada,NIH,2021,1
CA,Alberta Bone and Joint Health Institute,MRC,2019,1
CA,Alberta Bone and Joint Health Institute,NIH,2020,1
CA,Alberta Children's Hospital,BHF,2021,1
CA,Alberta Children's Hospital,CIHR,2019,1
CA,Alberta Children's Hospital,MRC,2016,1
CA,Alberta Children's Hospital,MRC,2018,1
CA,Alberta Children's Hospital,MRC,2019,1
CA,Alberta Children's Hospital,NIH,2017,1
CA,Alberta Children's Hospital,NIH,2018,1
CA,Alberta Children's Hospital,NIH,2019,3
CA,Alberta Children's Hospital,NIH,2020,2
CA,Alberta Children's Hospital,NIH,2021,3
CA,Alberta Children's Hospital,NIH,2022,4
CA,Alberta Children's Hospital,NIH,2023,1
CA,Alberta Children's Hospital,Wellcome,2017,1
CA,Alberta Children's Hospital,Wellcome,2018,1
CA,Alberta Health Services,NIH,2019,2
CA,Alberta Health Services,NIH,2020,1
CA,Alberta Ministry of Agriculture and Forestry,CIHR,2018,1
CA,Arthritis Society,NIH,2022,1
CA,Athabasca University,Wellcome,2022,1
CA,Axdev Group (Canada),MRC,2022,1
CA,BC Cancer Agency,NIH,2020,1
CA,BC Cancer Agency,NIH,2021,2
CA,BC Cancer Agency,NIH,2022,2
CA,BC Mental Health & Substance Use Services,NIH,2019,1
CA,Baker Hughes (Canada),JSPS,2021,1
CA,Baycrest Hospital,CIHR,2011,1
CA,Baycrest Hospital,NIH,2011,1
CA,Baycrest Hospital,NIH,2019,2
CA,Baycrest Hospital,NIH,2020,1
CA,Baycrest Hospital,NIH,2021,1
CA,Baycrest Hospital,NIH,2023,1
CA,Baycrest Hospital,Wellcome,2020,1
CA,Baycrest Hospital,Wellcome,2022,1
CA,Beatrice Hunter Cancer Research Institute,NIH,2020,1
CA,British Columbia Children's Hospital,BHF,2021,1
CA,British Columbia Children's Hospital,CIHR,2018,3
CA,British Columbia Children's Hospital,MRC,2021,1
CA,British Columbia Children's Hospital,NIH,2017,2
CA,British Columbia Children's Hospital,NIH,2018,1
CA,British Columbia Children's Hospital,NIH,2019,2
CA,British Columbia Children's Hospital,NIH,2020,4
CA,British Columbia Children's Hospital,NIH,2021,2
CA,British Columbia Children's Hospital,NIH,2022,5
CA,British Columbia Children's Hospital,Wellcome,2020,1
CA,British Columbia Children's Hospital,Wellcome,2022,1
CA,British Columbia Institute of Technology,NIH,2021,1
CA,Brock University,CIHR,2018,1
CA,Brock University,MRC,2019,1
CA,Brock University,NIH,2016,1
CA,Brock University,NIH,2017,1
CA,Brock University,NIH,2019,1
CA,Brock University,NIH,2020,1
CA,Bruyère,MRC,2017,1
CA,Bruyère,NIH,2022,1
CA,Bruyère,NSF,2020,1
CA,Burnaby Hospital,MRC,2016,1
CA,Burnaby Hospital,MRC,2021,1
CA,Burnaby Hospital,Wellcome,2021,1
CA,Canada Research Chairs,CIHR,2018,1
CA,Canada Research Chairs,NIH,2018,2
CA,Canada Research Chairs,NIH,2019,1
CA,Canada Research Chairs,NIH,2020,1
CA,Canada Research Chairs,NIH,2021,1
CA,Canada Research Chairs,NSFC,2018,1
CA,Canada's Michael Smith Genome Sciences Centre,MRC,2019,3
CA,Canada's Michael Smith Genome Sciences Centre,MRC,2020,1
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2015,1
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2017,1
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2018,1
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2020,1
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2021,3
CA,Canada's Michael Smith Genome Sciences Centre,NIH,2022,3
CA,Canada's Michael Smith Genome Sciences Centre,Wellcome,2019,1
CA,Canada's Michael Smith Genome Sciences Centre,Wellcome,2020,1
CA,Canadian Centre on Substance Use and Addiction,NIH,2021,1
CA,Canadian Heart Research Centre,BHF,2020,1
CA,Canadian Heart Research Centre,BHF,2022,2
CA,Canadian Heart Research Centre,MRC,2022,1
CA,Canadian Heart Research Centre,NIH,2020,1
CA,Canadian Heart Research Centre,NIH,2022,1
CA,Canadian Museum of Nature,NSF,2020,1
CA,Canadian Museum of Nature,NSFC,2022,1
CA,Canadian Nautical Research Society,NIH,2016,1
CA,Canadian Nautical Research Society,NIH,2017,1
CA,Canadian Nuclear Laboratories,NIH,2020,1
CA,Canadian Nuclear Laboratories,NIH,2021,1
CA,Canadian Sleep & Circadian Network,CIHR,2015,1
CA,Canadian Sleep & Circadian Network,CIHR,2016,1
CA,Canadian Sleep & Circadian Network,NIH,2021,2
CA,Canadian Sleep & Circadian Network,Wellcome,2021,1
CA,Canadian VIGOUR Centre,NIH,2021,2
CA,Cancer Care Ontario,NIH,2022,3
CA,Carleton University,NIH,2018,1
CA,Carleton University,NIH,2019,1
CA,Carleton University,NIH,2020,2
CA,Carleton University,NIH,2021,1
CA,Carleton University,NIH,2022,3
CA,Carleton University,Wellcome,2022,1
CA,Centre Hospitalier Universitaire Sainte-Justine,BHF,2021,1
CA,Centre Hospitalier Universitaire Sainte-Justine,CIHR,2018,1
CA,Centre Hospitalier Universitaire Sainte-Justine,MRC,2019,1
CA,Centre Hospitalier Universitaire Sainte-Justine,MRC,2020,1
CA,Centre Hospitalier Universitaire Sainte-Justine,MRC,2021,5
CA,Centre Hospitalier Universitaire Sainte-Justine,MRC,2022,9
CA,Centre Hospitalier Universitaire Sainte-Justine,MRC,2023,1
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2014,1
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2017,4
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2019,5
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2020,6
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2021,10
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2022,16
CA,Centre Hospitalier Universitaire Sainte-Justine,NIH,2023,1
CA,Centre Hospitalier Universitaire Sainte-Justine,NSF,2021,1
CA,Centre Hospitalier Universitaire Sainte-Justine,NSF,2022,1
CA,Centre Hospitalier Universitaire Sainte-Justine,Wellcome,2020,2
CA,Centre Hospitalier Universitaire Sainte-Justine,Wellcome,2022,5
CA,Centre Hospitalier Universitaire de Québec,CIHR,2017,1
CA,Centre Hospitalier Universitaire de Québec,NIH,2020,2
CA,Centre Hospitalier Universitaire de Québec,NIH,2022,1
CA,Centre Hospitalier Universitaire de Sherbrooke,CIHR,2023,1
CA,Centre Hospitalier Universitaire de Sherbrooke,MRC,2019,1
CA,Centre Hospitalier Universitaire de Sherbrooke,NIH,2018,1
CA,Centre Hospitalier Universitaire de Sherbrooke,NIH,2019,2
CA,Centre Hospitalier Universitaire de Sherbrooke,NIH,2020,2
CA,Centre Hospitalier Universitaire de Sherbrooke,NIH,2021,1
CA,Centre Hospitalier Universitaire de Sherbrooke,Wellcome,2019,1
CA,Centre Hospitalier Universitaire de Sherbrooke,Wellcome,2020,1
CA,Centre Hospitalier de l’Université de Montréal,BHF,2022,1
CA,Centre Hospitalier de l’Université de Montréal,CIHR,2019,1
CA,Centre Hospitalier de l’Université de Montréal,MRC,2019,1
CA,Centre Hospitalier de l’Université de Montréal,NIH,2018,1
CA,Centre Hospitalier de l’Université de Montréal,NIH,2019,1
CA,Centre Hospitalier de l’Université de Montréal,NIH,2020,3
CA,Centre Hospitalier de l’Université de Montréal,NIH,2021,4
CA,Centre Hospitalier de l’Université de Montréal,NIH,2022,8
CA,Centre Hospitalier de l’Université de Montréal,NIH,2023,3
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal,CIHR,2017,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal,CIHR,2018,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal,NIH,2021,2
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal,NIH,2023,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Saguenay–Lac-Saint-Jean,CIHR,2017,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Saguenay–Lac-Saint-Jean,MRC,2022,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Saguenay–Lac-Saint-Jean,NIH,2021,1
CA,Centre Intégré Universitaire de Santé et de Services Sociaux du Saguenay–Lac-Saint-Jean,NIH,2022,3
CA,Centre for Addiction and Mental Health,MRC,2020,1
CA,Centre for Addiction and Mental Health,MRC,2021,2
CA,Centre for Addiction and Mental Health,MRC,2022,1
CA,Centre for Addiction and Mental Health,NIH,2015,1
CA,Centre for Addiction and Mental Health,NIH,2017,2
CA,Centre for Addiction and Mental Health,NIH,2018,2
CA,Centre for Addiction and Mental Health,NIH,2019,3
CA,Centre for Addiction and Mental Health,NIH,2020,8
CA,Centre for Addiction and Mental Health,NIH,2021,6
CA,Centre for Addiction and Mental Health,NIH,2022,6
CA,Centre for Addiction and Mental Health,NIH,2023,4
CA,Centre for Addiction and Mental Health,Wellcome,2020,2
CA,Centre for Excellence in Mining Innovation,MRC,2018,1
CA,Centre for Global Health Research,BHF,2019,2
CA,Centre for Global Health Research,MRC,2017,1
CA,Centre for Global Health Research,MRC,2019,2
CA,Centre for Global Health Research,MRC,2022,1
CA,Centre for Global Health Research,NIH,2017,1
CA,Centre for Global Health Research,NIH,2019,2
CA,Centre for Global Health Research,NIH,2022,1
CA,Centre for Health Evaluation and Outcome Sciences,NIH,2019,1
CA,Centre for Health Evaluation and Outcome Sciences,NIH,2021,1
CA,Centre for Social Innovation,NIH,2020,1
CA,Centre hospitalier de l'Université Laval,CIHR,2015,1
CA,Centre hospitalier de l'Université Laval,NIH,2019,1
CA,Centre hospitalier de l'Université Laval,NIH,2020,3
CA,Centre hospitalier de l'Université Laval,NIH,2022,1
CA,Centres Intégré Universitaires de Santé et de Services Sociaux,NSF,2021,1
CA,Children's Hospital Research Institute of Manitoba,MRC,2022,1
CA,Children's Hospital Research Institute of Manitoba,NIH,2017,1
CA,Children's Hospital Research Institute of Manitoba,NIH,2018,2
CA,Children's Hospital Research Institute of Manitoba,NIH,2021,2
CA,Children's Hospital Research Institute of Manitoba,NIH,2022,4
CA,Children's Hospital Research Institute of Manitoba,Wellcome,2021,1
CA,Children's Hospital Research Institute of Manitoba,Wellcome,2022,1
CA,Children's Hospital of Eastern Ontario,NIH,2019,2
CA,Children's Hospital of Eastern Ontario,NIH,2021,1
CA,Children’s Health Research Institute,CIHR,2019,1
CA,Children’s Health Research Institute,NIH,2018,1
CA,Children’s Health Research Institute,NIH,2022,1
CA,Columbia College,NIH,2015,1
CA,Columbia College,NIH,2018,2
CA,Columbia College,NIH,2021,1
CA,Columbia College,NIH,2022,1
CA,Concordia University,MRC,2021,1
CA,Concordia University,NIH,2019,1
CA,Concordia University,NIH,2020,2
CA,Concordia University,NIH,2021,1
CA,Concordia University,NIH,2022,1
CA,Concordia University,Wellcome,2020,1
CA,Concordia University of Edmonton,NIH,2018,1
CA,Dalhousie University,CIHR,2016,1
CA,Dalhousie University,DFG,2021,1
CA,Dalhousie University,JSPS,2021,1
CA,Dalhousie University,MRC,2016,1
CA,Dalhousie University,MRC,2019,2
CA,Dalhousie University,MRC,2020,1
CA,Dalhousie University,MRC,2021,2
CA,Dalhousie University,MRC,2022,1
CA,Dalhousie University,NIH,2016,1
CA,Dalhousie University,NIH,2017,3
CA,Dalhousie University,NIH,2018,2
CA,Dalhousie University,NIH,2019,6
CA,Dalhousie University,NIH,2020,5
CA,Dalhousie University,NIH,2021,5
CA,Dalhousie University,NIH,2022,8
CA,Dalhousie University,NIH,2023,1
CA,Dalhousie University,NSF,2022,1
CA,Dalhousie University,Wellcome,2016,1
CA,Dalhousie University,Wellcome,2020,1
CA,Dalhousie University,Wellcome,2021,2
CA,Dalhousie University,Wellcome,2022,2
CA,Dalhousie University,Wellcome,2023,1
CA,Diabetes Canada,NIH,2022,1
CA,Douglas College,NIH,2021,1
CA,Douglas College,NIH,2022,2
CA,Douglas Mental Health University Institute,MRC,2020,1
CA,Douglas Mental Health University Institute,MRC,2022,4
CA,Douglas Mental Health University Institute,MRC,2023,1
CA,Douglas Mental Health University Institute,NIH,2019,2
CA,Douglas Mental Health University Institute,NIH,2020,4
CA,Douglas Mental Health University Institute,NIH,2021,2
CA,Douglas Mental Health University Institute,NIH,2022,3
CA,Douglas Mental Health University Institute,NIH,2023,2
CA,Emergent BioSolutions (Canada),NIH,2022,1
CA,FPInnovations,NIH,2020,1
CA,Foothills Medical Centre,NIH,2021,1
CA,Genome Canada,NIH,2022,1
CA,Google (Canada),NIH,2018,1
CA,Health Canada,MRC,2019,1
CA,Health Canada,MRC,2023,1
CA,Health Canada,NIH,2021,1
CA,Health Canada,NSF,2022,1
CA,Health Sciences Centre,BHF,2021,1
CA,Health Sciences Centre,BHF,2022,1
CA,Health Sciences Centre,CIHR,2020,1
CA,Health Sciences Centre,MRC,2019,1
CA,Health Sciences Centre,MRC,2020,1
CA,Health Sciences Centre,MRC,2021,1
CA,Health Sciences Centre,MRC,2022,1
CA,Health Sciences Centre,NIH,2016,2
CA,Health Sciences Centre,NIH,2018,3
CA,Health Sciences Centre,NIH,2019,2
CA,Health Sciences Centre,NIH,2020,2
CA,Health Sciences Centre,NIH,2021,5
CA,Health Sciences Centre,NIH,2022,6
CA,Health Sciences Centre,NIH,2023,1
CA,Health Sciences Centre,Wellcome,2019,1
CA,Health Sciences North,NIH,2017,1
CA,Health Sciences North,NIH,2020,1
CA,Health Sciences North,NIH,2021,1
CA,Homewood Research Institute,NIH,2019,1
CA,Homewood Research Institute,NIH,2020,1
CA,Horizon Health Network,BHF,2017,1
CA,Horizon Health Network,MRC,2017,1
CA,Hospital for Sick Children,MRC,2017,1
CA,Hospital for Sick Children,MRC,2018,3
CA,Hospital for Sick Children,MRC,2019,6
CA,Hospital for Sick Children,MRC,2021,5
CA,Hospital for Sick Children,MRC,2022,2
CA,Hospital for Sick Children,NIH,2014,1
CA,Hospital for Sick Children,NIH,2017,2
CA,Hospital for Sick Children,NIH,2018,5
CA,Hospital for Sick Children,NIH,2019,10
CA,Hospital for Sick Children,NIH,2020,15
CA,Hospital for Sick Children,NIH,2021,22
CA,Hospital for Sick Children,NIH,2022,25
CA,Hospital for Sick Children,NIH,2023,1
CA,Hospital for Sick Children,Wellcome,2020,1
CA,Hospital for Sick Children,Wellcome,2021,2
CA,Hospital for Sick Children,Wellcome,2022,3
CA,Hôpital Maisonneuve-Rosemont,NIH,2020,1
CA,Hôpital Maisonneuve-Rosemont,NIH,2021,1
CA,Hôpital Rivière-des-Prairies,BHF,2022,1
CA,Hôpital Rivière-des-Prairies,MRC,2022,1
CA,Hôpital Rivière-des-Prairies,NIH,2022,1
CA,Hôpital Rivière-des-Prairies,NIH,2023,1
CA,Hôpital du Sacré-Cœur de Montréal,NIH,2022,1
CA,Hôtel-Dieu de Québec,NIH,2018,1
CA,Impact,CIHR,2019,1
CA,Impact,MRC,2019,2
CA,Impact,MRC,2022,2
CA,Impact,NIH,2018,1
CA,Impact,NIH,2021,3
CA,Impact,NIH,2022,3
CA,Impact,Wellcome,2019,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,BHF,2022,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,CIHR,2015,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,MRC,2022,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,NIH,2017,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,NIH,2019,1
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,NIH,2021,2
CA,Institut Universitaire de Cardiologie et de Pneumologie de Québec,NIH,2022,5
CA,Institute for Biological Sciences,NIH,2016,1
CA,Institute for Clinical Evaluative Sciences,BHF,2022,1
CA,Institute for Clinical Evaluative Sciences,CIHR,2018,1
CA,Institute for Clinical Evaluative Sciences,MRC,2018,1
CA,Institute for Clinical Evaluative Sciences,NIH,2019,2
CA,Institute for Clinical Evaluative Sciences,NIH,2021,1
CA,Institute for Clinical Evaluative Sciences,NIH,2022,1
CA,Institute for Clinical Evaluative Sciences,Wellcome,2018,1
CA,Institute for Research in Immunology and Cancer,CIHR,2015,1
CA,Institute for Research in Immunology and Cancer,MRC,2019,1
CA,Institute for Research in Immunology and Cancer,NIH,2022,1
CA,Institute for Research in Immunology and Cancer,Wellcome,2019,1
CA,Institute of Aging,NIH,2017,1
CA,Institute of Aging,NIH,2020,1
CA,Institute of Cancer Research,MRC,2016,1
CA,Institute of Cancer Research,MRC,2017,1
CA,Institute of Cancer Research,MRC,2018,1
CA,Institute of Cancer Research,MRC,2020,2
CA,Institute of Cancer Research,MRC,2021,3
CA,Institute of Cancer Research,NIH,2017,1
CA,Institute of Cancer Research,NIH,2018,3
CA,Institute of Cancer Research,NIH,2020,3
CA,Institute of Cancer Research,Wellcome,2016,1
CA,Institute of Cancer Research,Wellcome,2017,1
CA,Institute of Cancer Research,Wellcome,2018,1
CA,Institute of Cancer Research,Wellcome,2020,3
CA,Institute of Cancer Research,Wellcome,2021,2
CA,Institute of Infection and Immunity,BHF,2020,1
CA,Institute of Infection and Immunity,BHF,2021,1
CA,Institute of Infection and Immunity,BHF,2023,1
CA,Institute of Infection and Immunity,CIHR,2018,1
CA,Institute of Infection and Immunity,CIHR,2019,1
CA,Institute of Infection and Immunity,MRC,2018,3
CA,Institute of Infection and Immunity,MRC,2019,4
CA,Institute of Infection and Immunity,MRC,2020,6
CA,Institute of Infection and Immunity,MRC,2021,3
CA,Institute of Infection and Immunity,MRC,2022,2
CA,Institute of Infection and Immunity,NIH,2020,1
CA,Institute of Infection and Immunity,NIH,2021,1
CA,Institute of Infection and Immunity,NIH,2022,1
CA,Institute of Infection and Immunity,Wellcome,2018,2
