country,organ,year,pub_count
IR,heart,2018,37
IR,heart,2019,76
IR,heart,2020,106
IR,heart,2021,114
IR,heart,2022,137
IR,heart,2023,28
IR,kidney,2014,1
IR,kidney,2016,2
IR,kidney,2017,13
IR,kidney,2018,36
IR,kidney,2019,72
IR,kidney,2020,75
IR,kidney,2021,101
IR,kidney,2022,110
IR,kidney,2023,19
IR,knee,2013,1
IR,knee,2016,2
IR,knee,2018,5
IR,knee,2019,8
IR,knee,2020,18
IR,knee,2021,32
IR,knee,2022,42
IR,knee,2023,7
IR,large intestine,2021,1
IR,liver,2014,6
IR,liver,2015,2
IR,liver,2016,6
IR,liver,2017,28
IR,liver,2018,102
IR,liver,2019,178
IR,liver,2020,281
IR,liver,2021,403
IR,liver,2022,398
IR,liver,2023,83
IR,lung,2016,1
IR,lung,2017,5
IR,lung,2018,19
IR,lung,2019,47
IR,lung,2020,57
IR,lung,2021,96
IR,lung,2022,90
IR,lung,2023,20
IR,lymph node,2015,1
IR,lymph node,2016,2
IR,lymph node,2017,2
IR,lymph node,2018,4
IR,lymph node,2019,12
IR,lymph node,2020,12
IR,lymph node,2021,10
IR,lymph node,2022,13
IR,lymph node,2023,1
IR,muscular system,2021,1
IR,muscular system,2022,1
IR,ovary,2016,2
IR,ovary,2017,9
IR,ovary,2018,23
IR,ovary,2019,24
IR,ovary,2020,33
IR,ovary,2021,43
IR,ovary,2022,56
IR,ovary,2023,17
IR,pancreas,2016,1
IR,pancreas,2018,3
IR,pancreas,2019,8
IR,pancreas,2020,5
IR,pancreas,2021,7
IR,pancreas,2022,5
IR,pancreas,2023,3
IR,pelvis,2016,2
IR,pelvis,2018,3
IR,pelvis,2020,3
IR,pelvis,2021,1
IR,pelvis,2022,3
IR,peripheral nervous system,2018,1
IR,peripheral nervous system,2019,5
IR,peripheral nervous system,2021,3
IR,peripheral nervous system,2022,4
IR,peripheral nervous system,2023,1
IR,placenta,2017,2
IR,placenta,2018,5
IR,placenta,2019,6
IR,placenta,2020,11
IR,placenta,2021,16
IR,placenta,2022,22
IR,placenta,2023,4
IR,prostate,2017,3
IR,prostate,2018,4
IR,prostate,2019,28
IR,prostate,2020,24
IR,prostate,2021,25
IR,prostate,2022,47
IR,prostate,2023,9
IR,skeletal,2014,1
IR,skeletal,2016,1
IR,skeletal,2017,6
IR,skeletal,2018,15
IR,skeletal,2019,27
IR,skeletal,2020,30
IR,skeletal,2021,27
IR,skeletal,2022,63
IR,skeletal,2023,12
IR,skin,2014,1
IR,skin,2016,6
IR,skin,2017,13
IR,skin,2018,24
IR,skin,2019,56
IR,skin,2020,100
IR,skin,2021,103
IR,skin,2022,117
IR,skin,2023,20
IR,small intestine,2018,2
IR,small intestine,2019,2
IR,small intestine,2020,3
IR,small intestine,2021,1
IR,small intestine,2022,4
IR,small intestine,2023,1
IR,spinal cord,2017,2
IR,spinal cord,2018,9
IR,spinal cord,2019,16
IR,spinal cord,2020,22
IR,spinal cord,2021,34
IR,spinal cord,2022,39
IR,spinal cord,2023,2
IR,spleen,2017,5
IR,spleen,2018,4
IR,spleen,2019,11
IR,spleen,2020,3
IR,spleen,2021,4
IR,spleen,2022,1
IR,spleen,2023,1
IR,thymus,2018,3
IR,thymus,2019,8
IR,thymus,2020,2
IR,thymus,2021,8
IR,thymus,2022,15
IR,thymus,2023,2
IR,trachea,2016,2
IR,trachea,2018,1
IR,trachea,2019,1
IR,trachea,2020,6
IR,trachea,2021,8
IR,trachea,2022,14
IR,ureter,2017,1
IR,ureter,2018,3
IR,ureter,2019,3
IR,ureter,2020,4
IR,ureter,2021,6
IR,ureter,2022,4
IR,ureter,2023,4
IR,urinary bladder,2017,1
IR,urinary bladder,2018,3
IR,urinary bladder,2019,10
IR,urinary bladder,2020,12
IR,urinary bladder,2021,16
IR,urinary bladder,2022,24
IR,urinary bladder,2023,4
IR,uterus,2018,2
IR,uterus,2019,5
IR,uterus,2020,11
IR,uterus,2021,5
IR,uterus,2022,5
IR,uterus,2023,1
IS,brain,2017,2
IS,brain,2018,5
IS,brain,2019,5
IS,brain,2020,6
IS,brain,2021,1
IS,brain,2022,5
IS,brain,2023,3
IS,eye,2017,1
IS,eye,2018,1
IS,eye,2019,3
IS,eye,2020,2
IS,eye,2021,4
IS,eye,2022,4
IS,eye,2023,2
IS,heart,2016,1
IS,heart,2017,1
IS,heart,2018,1
IS,heart,2019,4
IS,heart,2020,7
IS,heart,2021,7
IS,heart,2022,6
IS,kidney,2017,1
IS,kidney,2018,1
IS,kidney,2019,5
IS,kidney,2020,2
IS,kidney,2021,3
IS,kidney,2022,6
IS,knee,2018,4
IS,knee,2019,4
IS,knee,2021,2
IS,knee,2022,3
IS,knee,2023,2
IS,liver,2017,1
IS,liver,2018,1
IS,liver,2019,6
IS,liver,2020,5
IS,liver,2021,8
IS,liver,2022,15
IS,liver,2023,2
IS,lung,2016,1
IS,lung,2017,3
IS,lung,2018,1
IS,lung,2019,1
IS,lung,2020,2
IS,lung,2021,1
IS,lung,2022,5
IS,lymph node,2021,2
IS,ovary,2015,1
IS,ovary,2018,1
IS,ovary,2019,1
IS,pancreas,2022,2
IS,pelvis,2022,1
IS,peripheral nervous system,2021,1
IS,placenta,2017,1
IS,prostate,2017,1
IS,prostate,2018,3
IS,prostate,2021,2
IS,prostate,2022,3
IS,skeletal,2016,1
IS,skeletal,2018,1
IS,skeletal,2019,1
IS,skeletal,2020,1
IS,skeletal,2022,1
IS,skin,2017,1
IS,skin,2020,2
IS,skin,2021,2
IS,skin,2022,2
IS,spinal cord,2016,1
IS,spinal cord,2019,1
IS,spinal cord,2020,2
IS,spinal cord,2021,1
IT,blood vasculature,2020,1
IT,bone marrow,2014,2
IT,bone marrow,2015,4
IT,bone marrow,2016,11
IT,bone marrow,2017,24
IT,bone marrow,2018,53
IT,bone marrow,2019,78
IT,bone marrow,2020,75
IT,bone marrow,2021,103
IT,bone marrow,2022,77
IT,bone marrow,2023,27
IT,brain,2013,1
IT,brain,2014,23
IT,brain,2015,32
IT,brain,2016,95
IT,brain,2017,321
IT,brain,2018,466
IT,brain,2019,585
IT,brain,2020,761
IT,brain,2021,929
IT,brain,2022,999
IT,brain,2023,232
IT,eye,2014,6
IT,eye,2015,3
IT,eye,2016,17
IT,eye,2017,49
IT,eye,2018,79
IT,eye,2019,83
IT,eye,2020,129
IT,eye,2021,187
IT,eye,2022,203
IT,eye,2023,49
IT,fallopian tube,2017,1
IT,fallopian tube,2018,2
IT,fallopian tube,2020,3
IT,fallopian tube,2021,3
IT,fallopian tube,2022,7
IT,heart,2014,15
IT,heart,2015,9
IT,heart,2016,42
IT,heart,2017,161
IT,heart,2018,284
IT,heart,2019,351
IT,heart,2020,473
IT,heart,2021,809
IT,heart,2022,955
IT,heart,2023,210
IT,kidney,2014,15
IT,kidney,2015,8
IT,kidney,2016,33
IT,kidney,2017,98
IT,kidney,2018,175
IT,kidney,2019,240
IT,kidney,2020,321
IT,kidney,2021,441
IT,kidney,2022,510
IT,kidney,2023,96
IT,knee,2015,1
IT,knee,2016,12
IT,knee,2017,16
IT,knee,2018,34
IT,knee,2019,72
IT,knee,2020,73
IT,knee,2021,157
IT,knee,2022,134
IT,knee,2023,49
IT,large intestine,2016,1
IT,large intestine,2017,2
IT,large intestine,2018,1
IT,large intestine,2019,3
IT,large intestine,2020,3
IT,large intestine,2021,1
IT,large intestine,2022,1
IT,liver,2012,2
IT,liver,2014,23
IT,liver,2015,19
IT,liver,2016,64
IT,liver,2017,242
IT,liver,2018,481
IT,liver,2019,626
IT,liver,2020,826
IT,liver,2021,1030
IT,liver,2022,1054
IT,liver,2023,240
IT,lung,2014,8
IT,lung,2015,10
IT,lung,2016,25
IT,lung,2017,111
IT,lung,2018,221
IT,lung,2019,335
IT,lung,2020,470
IT,lung,2021,662
IT,lung,2022,693
IT,lung,2023,151
IT,lymph node,2014,3
IT,lymph node,2015,3
IT,lymph node,2016,9
IT,lymph node,2017,25
IT,lymph node,2018,53
IT,lymph node,2019,76
IT,lymph node,2020,97
IT,lymph node,2021,135
IT,lymph node,2022,133
IT,lymph node,2023,30
IT,lymph vasculature,2022,1
IT,main bronchus,2018,1
IT,muscular system,2017,1
IT,muscular system,2020,1
IT,muscular system,2021,4
IT,muscular system,2022,7
IT,muscular system,2023,2
IT,ovary,2014,1
IT,ovary,2015,2
IT,ovary,2016,4
IT,ovary,2017,11
IT,ovary,2018,21
IT,ovary,2019,29
IT,ovary,2020,35
IT,ovary,2021,43
IT,ovary,2022,46
IT,ovary,2023,6
IT,pancreas,2014,1
IT,pancreas,2015,1
IT,pancreas,2016,2
IT,pancreas,2017,15
IT,pancreas,2018,16
IT,pancreas,2019,36
IT,pancreas,2020,41
IT,pancreas,2021,52
IT,pancreas,2022,36
IT,pancreas,2023,15
IT,pelvis,2016,1
IT,pelvis,2017,9
IT,pelvis,2018,10
IT,pelvis,2019,10
IT,pelvis,2020,13
IT,pelvis,2021,23
IT,pelvis,2022,23
IT,pelvis,2023,6
IT,peripheral nervous system,2013,1
IT,peripheral nervous system,2016,2
IT,peripheral nervous system,2017,10
IT,peripheral nervous system,2018,9
IT,peripheral nervous system,2019,19
IT,peripheral nervous system,2020,25
IT,peripheral nervous system,2021,32
IT,peripheral nervous system,2022,27
IT,peripheral nervous system,2023,9
IT,placenta,2014,4
IT,placenta,2016,4
IT,placenta,2017,12
IT,placenta,2018,30
IT,placenta,2019,34
IT,placenta,2020,46
IT,placenta,2021,57
IT,placenta,2022,82
IT,placenta,2023,22
IT,prostate,2014,9
IT,prostate,2015,4
IT,prostate,2016,11
IT,prostate,2017,38
IT,prostate,2018,89
IT,prostate,2019,120
IT,prostate,2020,162
IT,prostate,2021,266
IT,prostate,2022,327
IT,prostate,2023,89
IT,skeletal,2014,10
IT,skeletal,2015,13
IT,skeletal,2016,32
IT,skeletal,2017,102
IT,skeletal,2018,163
IT,skeletal,2019,188
IT,skeletal,2020,305
IT,skeletal,2021,309
IT,skeletal,2022,334
IT,skeletal,2023,79
IT,skin,2012,1
IT,skin,2014,9
IT,skin,2015,10
IT,skin,2016,26
IT,skin,2017,115
IT,skin,2018,203
IT,skin,2019,321
IT,skin,2020,550
IT,skin,2021,564
IT,skin,2022,508
IT,skin,2023,122
IT,small intestine,2016,2
IT,small intestine,2017,8
IT,small intestine,2018,12
IT,small intestine,2019,17
IT,small intestine,2020,13
IT,small intestine,2021,23
IT,small intestine,2022,16
IT,small intestine,2023,2
IT,spinal cord,2014,3
IT,spinal cord,2015,1
IT,spinal cord,2016,8
IT,spinal cord,2017,36
IT,spinal cord,2018,42
IT,spinal cord,2019,54
IT,spinal cord,2020,76
IT,spinal cord,2021,86
IT,spinal cord,2022,93
IT,spinal cord,2023,16
IT,spleen,2015,1
IT,spleen,2016,2
IT,spleen,2017,9
IT,spleen,2018,13
IT,spleen,2019,26
IT,spleen,2020,24
IT,spleen,2021,25
IT,spleen,2022,18
IT,spleen,2023,3
IT,thymus,2016,2
IT,thymus,2017,6
IT,thymus,2018,14
IT,thymus,2019,17
IT,thymus,2020,23
IT,thymus,2021,27
IT,thymus,2022,22
IT,thymus,2023,3
IT,trachea,2015,3
IT,trachea,2016,2
IT,trachea,2017,10
IT,trachea,2018,19
IT,trachea,2019,20
IT,trachea,2020,20
IT,trachea,2021,41
IT,trachea,2022,32
IT,trachea,2023,7
IT,ureter,2014,1
IT,ureter,2016,2
IT,ureter,2017,2
IT,ureter,2018,8
IT,ureter,2019,17
IT,ureter,2020,19
IT,ureter,2021,39
IT,ureter,2022,35
IT,ureter,2023,10
IT,urinary bladder,2014,1
IT,urinary bladder,2015,2
IT,urinary bladder,2016,1
IT,urinary bladder,2017,9
IT,urinary bladder,2018,32
IT,urinary bladder,2019,46
IT,urinary bladder,2020,53
IT,urinary bladder,2021,59
IT,urinary bladder,2022,95
IT,urinary bladder,2023,18
IT,uterus,2014,2
IT,uterus,2015,1
IT,uterus,2017,4
IT,uterus,2018,10
IT,uterus,2019,11
IT,uterus,2020,14
IT,uterus,2021,23
IT,uterus,2022,14
IT,uterus,2023,8
JE,brain,2022,2
JE,lung,2022,1
JE,skin,2017,1
JE,skin,2022,1
JM,brain,2017,1
JM,brain,2020,1
JM,brain,2022,2
JM,eye,2019,1
JM,heart,2020,1
JM,heart,2022,1
JM,heart,2023,1
JM,kidney,2021,1
JM,liver,2019,2
JM,liver,2020,1
JM,liver,2021,3
JM,liver,2022,1
JM,lung,2022,2
JM,lung,2023,1
JM,prostate,2020,3
JM,prostate,2022,1
JM,skin,2018,1
JM,skin,2019,2
JM,skin,2020,2
JM,skin,2022,4
JM,skin,2023,3
JM,spinal cord,2020,1
JO,bone marrow,2017,1
JO,bone marrow,2018,2
JO,bone marrow,2019,1
JO,bone marrow,2021,2
JO,bone marrow,2022,1
JO,brain,2017,1
JO,brain,2018,1
JO,brain,2019,2
JO,brain,2020,7
JO,brain,2021,10
JO,brain,2022,16
JO,brain,2023,4
JO,eye,2019,1
JO,eye,2020,2
JO,eye,2021,4
JO,eye,2022,10
JO,heart,2017,4
JO,heart,2018,2
JO,heart,2019,6
JO,heart,2020,17
JO,heart,2021,9
JO,heart,2022,17
JO,heart,2023,3
JO,kidney,2017,2
JO,kidney,2018,4
JO,kidney,2019,9
JO,kidney,2020,9
JO,kidney,2021,8
JO,kidney,2022,5
JO,kidney,2023,2
JO,knee,2018,1
JO,knee,2019,1
JO,knee,2020,4
JO,knee,2021,4
JO,knee,2022,6
JO,knee,2023,3
JO,liver,2016,1
JO,liver,2017,5
JO,liver,2018,5
JO,liver,2019,16
JO,liver,2020,20
JO,liver,2021,42
JO,liver,2022,42
JO,liver,2023,4
JO,lung,2017,3
JO,lung,2018,1
JO,lung,2019,1
JO,lung,2020,15
JO,lung,2021,11
JO,lung,2022,15
JO,lung,2023,4
JO,lymph node,2019,1
JO,lymph node,2020,1
JO,lymph node,2021,2
JO,lymph node,2022,2
JO,ovary,2020,2
JO,ovary,2022,1
JO,pancreas,2018,1
JO,pancreas,2020,1
JO,pancreas,2021,1
JO,placenta,2016,1
JO,placenta,2021,2
JO,placenta,2022,2
JO,prostate,2017,1
JO,prostate,2018,1
JO,prostate,2019,5
JO,prostate,2020,5
JO,prostate,2021,4
JO,prostate,2022,6
JO,prostate,2023,1
JO,skeletal,2018,4
JO,skeletal,2019,1
JO,skeletal,2020,1
JO,skeletal,2021,7
JO,skeletal,2022,8
JO,skeletal,2023,1
JO,skin,2018,5
JO,skin,2019,4
JO,skin,2020,10
JO,skin,2021,6
JO,skin,2022,11
JO,skin,2023,7
JO,spinal cord,2017,1
JO,spinal cord,2021,2
JO,spinal cord,2022,2
JO,spleen,2020,3
JO,thymus,2019,1
JO,trachea,2017,1
JO,trachea,2020,2
JO,trachea,2021,1
JO,ureter,2019,1
JO,ureter,2020,2
JO,urinary bladder,2019,2
JO,urinary bladder,2020,2
JO,urinary bladder,2021,2
JO,urinary bladder,2022,5
JO,urinary bladder,2023,1
JP,blood vasculature,2020,3
JP,bone marrow,2014,1
JP,bone marrow,2015,2
JP,bone marrow,2016,14
JP,bone marrow,2017,23
JP,bone marrow,2018,78
JP,bone marrow,2019,79
JP,bone marrow,2020,76
JP,bone marrow,2021,114
JP,bone marrow,2022,73
JP,bone marrow,2023,25
JP,brain,2014,14
JP,brain,2015,29
JP,brain,2016,65
JP,brain,2017,269
JP,brain,2018,409
JP,brain,2019,469
JP,brain,2020,559
JP,brain,2021,666
JP,brain,2022,722
JP,brain,2023,143
JP,eye,2014,4
JP,eye,2015,4
JP,eye,2016,13
JP,eye,2017,55
JP,eye,2018,97
JP,eye,2019,105
JP,eye,2020,136
JP,eye,2021,153
JP,eye,2022,172
JP,eye,2023,40
JP,fallopian tube,2014,1
JP,fallopian tube,2017,1
JP,fallopian tube,2018,6
JP,fallopian tube,2019,9
JP,fallopian tube,2020,12
JP,fallopian tube,2021,10
JP,fallopian tube,2022,10
JP,fallopian tube,2023,1
JP,heart,2014,3
JP,heart,2015,6
JP,heart,2016,29
JP,heart,2017,134
JP,heart,2018,240
JP,heart,2019,364
JP,heart,2020,515
JP,heart,2021,726
JP,heart,2022,809
JP,heart,2023,180
JP,kidney,2012,1
JP,kidney,2014,9
JP,kidney,2015,3
JP,kidney,2016,22
JP,kidney,2017,143
JP,kidney,2018,294
JP,kidney,2019,375
JP,kidney,2020,458
JP,kidney,2021,560
JP,kidney,2022,675
JP,kidney,2023,148
JP,knee,2014,6
JP,knee,2015,2
JP,knee,2016,3
JP,knee,2017,25
JP,knee,2018,52
JP,knee,2019,80
JP,knee,2020,107
JP,knee,2021,148
JP,knee,2022,205
JP,knee,2023,47
JP,large intestine,2018,1
JP,large intestine,2019,3
JP,large intestine,2020,1
JP,large intestine,2021,2
JP,large intestine,2022,2
JP,liver,2013,1
JP,liver,2014,13
JP,liver,2015,11
JP,liver,2016,41
JP,liver,2017,224
JP,liver,2018,425
JP,liver,2019,597
JP,liver,2020,836
JP,liver,2021,1042
JP,liver,2022,1057
JP,liver,2023,271
JP,lung,2013,1
JP,lung,2014,9
JP,lung,2015,17
JP,lung,2016,36
JP,lung,2017,179
JP,lung,2018,354
JP,lung,2019,526
JP,lung,2020,687
JP,lung,2021,896
JP,lung,2022,986
JP,lung,2023,249
JP,lymph node,2014,2
JP,lymph node,2015,3
JP,lymph node,2016,13
JP,lymph node,2017,50
JP,lymph node,2018,111
JP,lymph node,2019,139
JP,lymph node,2020,195
JP,lymph node,2021,222
JP,lymph node,2022,250
JP,lymph node,2023,72
JP,main bronchus,2017,1
JP,main bronchus,2018,1
JP,main bronchus,2020,1
JP,main bronchus,2022,1
JP,main bronchus,2023,1
JP,muscular system,2018,4
JP,muscular system,2019,2
JP,muscular system,2020,2
JP,muscular system,2022,6
JP,ovary,2014,1
JP,ovary,2015,1
JP,ovary,2016,3
JP,ovary,2017,13
JP,ovary,2018,22
JP,ovary,2019,35
JP,ovary,2020,38
JP,ovary,2021,38
JP,ovary,2022,24
JP,ovary,2023,2
JP,pancreas,2014,2
JP,pancreas,2015,3
JP,pancreas,2016,5
JP,pancreas,2017,13
JP,pancreas,2018,32
JP,pancreas,2019,58
JP,pancreas,2020,91
JP,pancreas,2021,99
JP,pancreas,2022,96
JP,pancreas,2023,27
JP,pelvis,2016,2
JP,pelvis,2017,8
JP,pelvis,2018,12
JP,pelvis,2019,10
JP,pelvis,2020,29
JP,pelvis,2021,22
JP,pelvis,2022,40
JP,pelvis,2023,9
JP,peripheral nervous system,2014,1
JP,peripheral nervous system,2015,1
JP,peripheral nervous system,2017,5
JP,peripheral nervous system,2018,8
JP,peripheral nervous system,2019,11
JP,peripheral nervous system,2020,20
JP,peripheral nervous system,2021,24
JP,peripheral nervous system,2022,19
JP,peripheral nervous system,2023,3
JP,placenta,2014,1
JP,placenta,2015,1
JP,placenta,2016,6
JP,placenta,2017,24
JP,placenta,2018,27
JP,placenta,2019,50
JP,placenta,2020,43
JP,placenta,2021,69
JP,placenta,2022,103
JP,placenta,2023,22
JP,prostate,2014,2
JP,prostate,2015,2
JP,prostate,2016,7
JP,prostate,2017,43
JP,prostate,2018,85
JP,prostate,2019,109
JP,prostate,2020,147
JP,prostate,2021,196
JP,prostate,2022,281
JP,prostate,2023,77
JP,skeletal,2014,4
JP,skeletal,2015,7
JP,skeletal,2016,25
JP,skeletal,2017,90
JP,skeletal,2018,189
JP,skeletal,2019,246
JP,skeletal,2020,285
JP,skeletal,2021,378
JP,skeletal,2022,415
JP,skeletal,2023,93
JP,skin,2014,5
JP,skin,2015,6
JP,skin,2016,19
JP,skin,2017,117
JP,skin,2018,375
JP,skin,2019,442
JP,skin,2020,430
JP,skin,2021,481
JP,skin,2022,454
JP,skin,2023,113
JP,small intestine,2014,2
JP,small intestine,2015,1
JP,small intestine,2016,2
JP,small intestine,2017,15
JP,small intestine,2018,18
JP,small intestine,2019,27
JP,small intestine,2020,36
JP,small intestine,2021,33
JP,small intestine,2022,28
JP,small intestine,2023,9
JP,spinal cord,2014,3
JP,spinal cord,2015,6
JP,spinal cord,2016,9
JP,spinal cord,2017,41
JP,spinal cord,2018,67
JP,spinal cord,2019,73
JP,spinal cord,2020,76
JP,spinal cord,2021,104
JP,spinal cord,2022,107
JP,spinal cord,2023,28
JP,spleen,2014,3
JP,spleen,2015,1
JP,spleen,2016,2
JP,spleen,2017,22
JP,spleen,2018,24
JP,spleen,2019,26
JP,spleen,2020,28
JP,spleen,2021,34
JP,spleen,2022,37
JP,spleen,2023,8
JP,thymus,2015,2
JP,thymus,2016,4
JP,thymus,2017,6
JP,thymus,2018,23
JP,thymus,2019,29
JP,thymus,2020,22
JP,thymus,2021,27
JP,thymus,2022,48
JP,thymus,2023,9
JP,trachea,2016,7
JP,trachea,2017,16
JP,trachea,2018,21
JP,trachea,2019,33
JP,trachea,2020,44
JP,trachea,2021,49
JP,trachea,2022,61
JP,trachea,2023,4
JP,ureter,2014,1
JP,ureter,2016,4
JP,ureter,2017,8
JP,ureter,2018,19
JP,ureter,2019,35
JP,ureter,2020,42
JP,ureter,2021,40
JP,ureter,2022,71
JP,ureter,2023,24
JP,urinary bladder,2015,1
JP,urinary bladder,2016,6
JP,urinary bladder,2017,30
JP,urinary bladder,2018,63
JP,urinary bladder,2019,74
JP,urinary bladder,2020,87
JP,urinary bladder,2021,111
JP,urinary bladder,2022,169
JP,urinary bladder,2023,38
JP,uterus,2016,4
JP,uterus,2017,5
JP,uterus,2018,11
JP,uterus,2019,28
JP,uterus,2020,28
JP,uterus,2021,29
JP,uterus,2022,19
JP,uterus,2023,11
KE,brain,2018,1
KE,brain,2019,2
KE,brain,2020,2
KE,brain,2021,5
KE,brain,2022,2
KE,brain,2023,1
KE,eye,2014,1
KE,eye,2016,1
KE,eye,2017,2
KE,eye,2020,1
KE,eye,2023,2
KE,fallopian tube,2021,1
KE,heart,2017,1
KE,heart,2019,2
KE,heart,2020,2
KE,heart,2021,4
KE,heart,2022,3
KE,kidney,2018,1
KE,kidney,2019,1
KE,kidney,2020,3
KE,kidney,2021,3
KE,kidney,2022,4
KE,kidney,2023,1
KE,liver,2016,1
KE,liver,2017,6
KE,liver,2018,8
KE,liver,2019,19
KE,liver,2020,25
KE,liver,2021,23
KE,liver,2022,19
KE,liver,2023,3
KE,lung,2018,1
KE,lung,2019,1
KE,lung,2020,1
KE,lung,2021,3
KE,lung,2022,2
KE,lung,2023,1
KE,pancreas,2021,1
KE,placenta,2017,1
KE,placenta,2021,1
KE,placenta,2022,1
KE,prostate,2020,1
KE,prostate,2022,3
KE,skeletal,2016,1
KE,skeletal,2020,1
KE,skeletal,2021,1
KE,skeletal,2022,2
KE,skin,2018,2
KE,skin,2020,2
KE,skin,2021,2
KE,small intestine,2019,2
KE,spleen,2020,1
KE,trachea,2019,1
KE,uterus,2017,1
KG,brain,2021,2
KG,brain,2022,1
KG,brain,2023,1
KG,fallopian tube,2019,1
KG,heart,2022,2
KG,kidney,2020,1
KG,kidney,2022,1
KG,liver,2020,1
KG,liver,2023,2
KG,lung,2021,1
KG,lung,2022,3
KG,ovary,2020,2
KG,ovary,2022,1
KG,skin,2018,1
KG,skin,2022,1
KH,bone marrow,2019,1
KH,bone marrow,2021,2
KH,bone marrow,2022,1
KH,brain,2016,1
KH,brain,2017,1
KH,brain,2019,1
KH,brain,2020,2
KH,brain,2021,6
KH,brain,2022,1
KH,eye,2018,2
KH,eye,2019,1
KH,eye,2020,1
KH,eye,2021,3
KH,eye,2022,3
KH,eye,2023,1
KH,heart,2018,2
KH,heart,2019,3
KH,heart,2020,4
KH,heart,2021,7
KH,heart,2022,8
KH,heart,2023,2
KH,kidney,2016,1
KH,kidney,2017,2
KH,kidney,2018,6
KH,kidney,2019,5
KH,kidney,2020,4
KH,kidney,2021,9
KH,kidney,2022,14
KH,kidney,2023,2
KH,knee,2020,1
KH,knee,2022,2
KH,liver,2015,1
KH,liver,2019,3
KH,liver,2020,1
KH,liver,2021,4
KH,liver,2022,10
KH,liver,2023,1
KH,lung,2017,1
KH,lung,2019,2
KH,lung,2020,1
KH,lung,2021,3
KH,lung,2022,4
KH,lymph node,2019,1
KH,lymph node,2020,1
KH,lymph node,2021,3
KH,lymph node,2022,1
KH,lymph node,2023,1
KH,ovary,2020,1
KH,ovary,2022,1
KH,pancreas,2020,1
KH,pelvis,2022,1
KH,prostate,2019,1
KH,prostate,2020,1
KH,prostate,2021,2
KH,prostate,2022,1
KH,skeletal,2016,1
KH,skeletal,2020,1
KH,skin,2019,1
KH,skin,2020,1
KH,skin,2021,4
KH,skin,2022,1
KH,spinal cord,2022,1
KH,trachea,2021,1
KH,trachea,2022,2
KH,ureter,2021,1
KH,ureter,2022,1
KH,urinary bladder,2018,1
KH,urinary bladder,2019,1
KN,bone marrow,2017,1
KN,bone marrow,2020,1
KN,bone marrow,2021,1
KN,brain,2018,1
KN,brain,2021,2
KN,brain,2022,1
KN,heart,2022,1
KN,kidney,2018,2
KN,liver,2018,1
KN,liver,2021,3
KN,liver,2022,3
KN,liver,2023,1
KN,lung,2023,1
KN,lymph node,2020,1
KN,ovary,2022,1
KN,pancreas,2021,1
KN,skeletal,2019,2
KN,skeletal,2020,1
KN,skeletal,2022,2
KN,skeletal,2023,1
KN,skin,2018,2
KN,skin,2020,1
KN,uterus,2022,1
KR,bone marrow,2014,4
KR,bone marrow,2015,3
KR,bone marrow,2016,6
KR,bone marrow,2017,18
KR,bone marrow,2018,21
KR,bone marrow,2019,37
KR,bone marrow,2020,49
KR,bone marrow,2021,60
KR,bone marrow,2022,39
KR,bone marrow,2023,6
KR,brain,2012,1
KR,brain,2014,17
KR,brain,2015,21
KR,brain,2016,66
KR,brain,2017,203
KR,brain,2018,286
KR,brain,2019,367
KR,brain,2020,491
KR,brain,2021,607
KR,brain,2022,518
KR,brain,2023,121
KR,eye,2008,1
KR,eye,2014,1
KR,eye,2015,1
KR,eye,2016,13
KR,eye,2017,34
KR,eye,2018,64
KR,eye,2019,77
KR,eye,2020,93
KR,eye,2021,124
KR,eye,2022,131
KR,eye,2023,23
KR,fallopian tube,2016,2
KR,fallopian tube,2017,4
KR,fallopian tube,2018,4
KR,fallopian tube,2020,6
KR,fallopian tube,2021,1
KR,fallopian tube,2022,2
KR,fallopian tube,2023,1
KR,heart,2014,15
KR,heart,2015,13
KR,heart,2016,30
KR,heart,2017,88
KR,heart,2018,150
KR,heart,2019,206
KR,heart,2020,263
KR,heart,2021,311
KR,heart,2022,275
KR,heart,2023,62
KR,kidney,2014,22
KR,kidney,2015,9
KR,kidney,2016,46
KR,kidney,2017,112
KR,kidney,2018,180
KR,kidney,2019,287
KR,kidney,2020,310
KR,kidney,2021,359
KR,kidney,2022,298
KR,kidney,2023,62
KR,knee,2014,3
KR,knee,2015,2
KR,knee,2016,9
KR,knee,2017,22
KR,knee,2018,49
KR,knee,2019,66
KR,knee,2020,101
KR,knee,2021,130
KR,knee,2022,147
KR,knee,2023,37
KR,large intestine,2017,1
KR,large intestine,2018,1
KR,large intestine,2021,2
KR,large intestine,2022,2
KR,liver,2012,1
KR,liver,2014,28
KR,liver,2015,16
KR,liver,2016,65
KR,liver,2017,239
KR,liver,2018,445
KR,liver,2019,553
KR,liver,2020,752
KR,liver,2021,983
KR,liver,2022,872
KR,liver,2023,205
KR,lung,2014,14
KR,lung,2015,12
KR,lung,2016,40
KR,lung,2017,102
KR,lung,2018,216
KR,lung,2019,339
KR,lung,2020,405
KR,lung,2021,455
KR,lung,2022,481
KR,lung,2023,100
KR,lymph node,2014,6
KR,lymph node,2015,6
KR,lymph node,2016,15
KR,lymph node,2017,49
KR,lymph node,2018,75
KR,lymph node,2019,93
KR,lymph node,2020,94
KR,lymph node,2021,117
KR,lymph node,2022,87
KR,lymph node,2023,14
