soa_funder_id,funder_name,country_code
https://openalex.org/F4320332203,Research Foundation for the State University of New York,US
https://openalex.org/F4320335319,Comissió Interdepartamental de Recerca i Innovació Tecnològica,ES
https://openalex.org/F4320336738,Chinese Academy of Medical Sciences Initiative for Innovative Medicine,CN
https://openalex.org/F4320325145,Forschungskreis der Ernährungsindustrie,DE
https://openalex.org/F4320315260,Philip Morris International,US
https://openalex.org/F4320320477,Juvenile Diabetes Research Foundation Australia,AU
https://openalex.org/F4320316137,Université de Lille,FR
https://openalex.org/F4320332425,"School of Medicine, Duke University",US
https://openalex.org/F4320335505,"Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences",CN
https://openalex.org/F4320335789,National Key Clinical Specialty Discipline Construction Program of China,CN
https://openalex.org/F4320314200,LABoratoires d’EXcellence ARCANE,FR
https://openalex.org/F4320326774,Centre for Diet and Activity Research,GB
https://openalex.org/F4320335782,Double First Class University Plan,CN
https://openalex.org/F4320325668,Direction Générale de l’offre de Soins,FR
https://openalex.org/F4320313183,Fundación CajaCanarias,ES
https://openalex.org/F4320312924,Elekta,SE
https://openalex.org/F4320332482,Small Business Innovative Research and Small Business Technology Transfer,US
https://openalex.org/F4320335321,Instituto Nacional del Cáncer,AR
https://openalex.org/F4320323096,Innovative Team of Jiangsu Province,CN
https://openalex.org/F4320322790,Fru Berta Kamprads Stiftelse,SE
https://openalex.org/F4320335802,Shaanxi Key Science and Technology Innovation Team Project,CN
https://openalex.org/F4320335338,Department of Health of Zhejiang Province,CN
https://openalex.org/F4320316438,Georgia Clinical and Translational Science Alliance,US
https://openalex.org/F4320326296,Xiamen Southern Oceanographic Center,CN
https://openalex.org/F4320326817,"FOD Volksgezondheid, Veiligheid van de Voedselketen en Leefmilieu",BE
https://openalex.org/F4320326323,"Fakultet Medicinskih Nauka, Univerziteta U Kragujevcu",RS
https://openalex.org/F4320326834,State Key Lab of Digital Manufacturing Equipment and Technology,CN
https://openalex.org/F4320327928,Major Technology Innovation of Hubei Province,CN
https://openalex.org/F4320322525,Secom Science and Technology Foundation,JP
https://openalex.org/F4320326704,Shanghai University of Traditional Chinese Medicine,CN
https://openalex.org/F4320309731,Association Belge contre les Maladies Neuro-Musculaires,BE
https://openalex.org/F4320335517,Erasmus Universitair Medisch Centrum Rotterdam,NL
https://openalex.org/F4320315912,Consortium canadien en neurodégénérescence associée au vieillissement,CA
https://openalex.org/F4320324013,Ardabil University of Medical Sciences,IR
https://openalex.org/F4320313402,Alberta Agriculture and Forestry,CA
https://openalex.org/F4320322872,University of Science and Technology Liaoning,CN
https://openalex.org/F4320313615,Heilongjiang Youth Development Foundation,CN
https://openalex.org/F4320325423,"Pusat Transformasi Komuniti Universiti , Universiti Putra Malaysia",MY
https://openalex.org/F4320333325,nccr – on the move,CH
https://openalex.org/F4320338468,Basic Public Welfare Research Program of Zhejiang Province,CN
https://openalex.org/F4320326724,"Thüringer Ministerium für Wirtschaft, Wissenschaft und Digitale Gesellschaft",DE
https://openalex.org/F4320335309,"Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo",BR
https://openalex.org/F4320310762,Mitsui Sumitomo Insurance Welfare Foundation,SG
https://openalex.org/F4320338485,DOD Prostate Cancer Research Program,US
https://openalex.org/F4320320383,Arthritis Australia,AU
https://openalex.org/F4320322697,Harry Crossley Foundation,ZA
https://openalex.org/F4320309761,Dagmar Marshalls Fond,DK
https://openalex.org/F4320323515,Daiwa Securities Health Foundation,JP
https://openalex.org/F4320325777,Università degli Studi della Campania Luigi Vanvitelli,IT
https://openalex.org/F4320333645,Pfizer Pharmaceuticals,NL
https://openalex.org/F4320314808,Charles E. Kaufman Foundation,US
https://openalex.org/F4320337760,"Central Laser Facility, Science and Technology Facilities Council",GB
https://openalex.org/F4320336617,Science and Technology Program of Guizhou Province,CN
https://openalex.org/F4320327848,Gyeonggi-do Regional Research Center,KR
https://openalex.org/F4320327926,National Key Basic Research Program For Youth,CN
https://openalex.org/F4320327085,Qinghai Provincial Department of Science and Technology,CN
https://openalex.org/F4320338395,EIT Health,
https://openalex.org/F4320329747,Zhejiang Provincial Ten Thousand Plan for Young Top Talents,CN
https://openalex.org/F4320309838,Bausch and Lomb,US
https://openalex.org/F4320328620,Vision Group on Science and Technology,IN
https://openalex.org/F4320336615,"Science and Technology Plan Project of Wenzhou, China",CN
https://openalex.org/F4320326853,Peking Union Medical College,CN
https://openalex.org/F4320322544,Shin Kong Wu Ho-Su Memorial Hospital,TW
https://openalex.org/F4320315829,Mater Foundation,AU
https://openalex.org/F4320326171,Department of Finance of Jilin Province,CN
https://openalex.org/F4320335550,Dirección General de Universidades e Investigación,ES
https://openalex.org/F4320326778,Swiss Centre for Applied Human Toxicology,CH
https://openalex.org/F4320327353,Mishima Kaiun Memorial Foundation,JP
https://openalex.org/F4320326197,Ningbo Housing and Urban-Rural Development Committee,CN
https://openalex.org/F4320313694,METAvivor,US
https://openalex.org/F4320324571,Korea Foundation for Advanced Studies,KR
https://openalex.org/F4320310796,Tourette Association of America,US
https://openalex.org/F4320333250,Washington University School of Medicine in St. Louis,US
https://openalex.org/F4320314245,Purdue University Center for Cancer Research,US
https://openalex.org/F4320321865,Ligue Genevoise Contre le Cancer,CH
https://openalex.org/F4320321318,Gyeongsang National University,KR
https://openalex.org/F4320322644,University of Crete,GR
https://openalex.org/F4320335930,Scientific Startup Foundation for Doctors of Northwest A and F University,CN
https://openalex.org/F4320333312,"Office of Academic Affiliations, Department of Veterans Affairs",US
https://openalex.org/F4320326480,"Consellería de Economía, Emprego e Industria, Xunta de Galicia",ES
https://openalex.org/F4320316344,Key Project of Research and Development Plan of Hunan Province,CN
https://openalex.org/F4320326623,National Centre for the Replacement Refinement and Reduction of Animals in Research,GB
https://openalex.org/F4320306998,Lupus Foundation of America,US
https://openalex.org/F4320328381,Huxiang Youth Talent Support Program,CN
https://openalex.org/F4320337840,Stanford Maternal and Child Health Research Institute,US
https://openalex.org/F4320326070,Regione Autonoma Friuli Venezia Giulia,IT
https://openalex.org/F4320314483,Kentucky Science and Engineering Foundation,US
https://openalex.org/F4320323449,Hyderabad Eye Research Foundation,IN
https://openalex.org/F4320314353,Diabetes Canada,CA
https://openalex.org/F4320333841,Houston Methodist Research Institute,US
https://openalex.org/F4320336570,Beijing Talents Fund,CN
https://openalex.org/F4320333462,"Health Promotion Administration, Ministry of Health and Welfare",TW
https://openalex.org/F4320334993,Key Science and Technology Foundation of Gansu Province,CN
https://openalex.org/F4320315130,Alvin J. Siteman Cancer Center,US
https://openalex.org/F4320337886,"Comprehensive Cancer Center, University of Chicago Medical Center",US
https://openalex.org/F4320327288,Anhui Agriculture University,CN
https://openalex.org/F4320320187,Federation of European Microbiological Societies,GB
https://openalex.org/F4320313379,Billi and Bernie Marcus Foundation,US
https://openalex.org/F4320316381,"Ministerio de Sanidad, Consumo y Bienestar Social",ES
https://openalex.org/F4320312153,Academic Medical Organization of Southwestern Ontario,CA
https://openalex.org/F4320314323,CNIB,CA
https://openalex.org/F4320325834,Université Sorbonne Paris Cité,FR
https://openalex.org/F4320306084,U.S. Department of Energy,US
https://openalex.org/F4320326951,State Key Laboratory of Fluid Power and Mechatronic Systems,CN
https://openalex.org/F4320326690,Health and Family Planning Commission of Wuhan Municipality,CN
https://openalex.org/F4320333988,Roche Diagnostics,US
https://openalex.org/F4320320321,Association of Anaesthetists of Great Britain,GB
https://openalex.org/F4320335557,Firat University Scientific Research Projects Management Unit,TR
https://openalex.org/F4320324867,Jinhua Science and Technology Bureau,CN
https://openalex.org/F4320315064,Fred Hollows Foundation,AU
https://openalex.org/F4320327765,"Vice-Chancellor for Research, Shiraz University of Medical Sciences",IR
https://openalex.org/F4320312578,North Dakota Agricultural Experiment Station,US
https://openalex.org/F4320329893,Key University Science Research Project of Jiangsu Province,CN
https://openalex.org/F4320325804,Lottery Health Research,NZ
https://openalex.org/F4320336618,Science and Technology Program of Suzhou,CN
https://openalex.org/F4320314458,National Comprehensive Cancer Network,US
https://openalex.org/F4320336652,Science and Technology Innovation Plan Of Shanghai Science and Technology Commission,CN
https://openalex.org/F4320320380,"Department of Education, Employment and Workplace Relations, Australian Government",AU
https://openalex.org/F4320313581,Royal Perth Hospital Medical Research Foundation,AU
https://openalex.org/F4320335514,"Universitaire Ziekenhuizen Leuven, KU Leuven",BE
https://openalex.org/F4320314233,Ovarian Cancer Research Fund Alliance,US
https://openalex.org/F4320334921,Central Drug Research Institute,IN
https://openalex.org/F4320327318,Paracelsus Medizinische Privatuniversität,AT
https://openalex.org/F4320326163,Ernest Oppenheimer Memorial Trust,ZA
https://openalex.org/F4320329037,Ministerul Cercetării şi Inovării,RO
https://openalex.org/F4320330215,Natural Science Foundation for Distinguished Young Scholars of Hunan Province,CN
https://openalex.org/F4320326658,Fundación Tatiana Pérez de Guzmán el Bueno,ES
https://openalex.org/F4320327830,Research Program of Science and Technology at Universities of Inner Mongolia Autonomous Region,CN
https://openalex.org/F4320335944,Scientific Research Foundation of Zhejiang A and F University,CN
https://openalex.org/F4320325300,Universidad de Puerto Rico,PR
https://openalex.org/F4320324069,Hochschuljubiläumsstiftung der Stadt Wien,AT
https://openalex.org/F4320315928,Rose Hills Foundation,US
https://openalex.org/F4320327627,Collaborative Innovation Center for Water Treatment Technology and Materials,CN
https://openalex.org/F4320316131,"Hezkuntza, Hizkuntza Politika Eta Kultura Saila, Eusko Jaurlaritza",ES
https://openalex.org/F4320335810,"Deputy for Research and Technology, Kermanshah University of Medical Sciences",IR
https://openalex.org/F4320323742,Kongelig Hofbuntmager Aage Bangs Fond,DK
https://openalex.org/F4320311021,Von-Behring-Röntgen-Stiftung,DE
https://openalex.org/F4320330031,Science and Technology Department of Hubei Province,CN
https://openalex.org/F4320312842,University of Memphis,US
https://openalex.org/F4320314621,Heart and Stroke Foundation of British Columbia and Yukon,CA
https://openalex.org/F4320333437,"Manton Center for Orphan Disease Research, Boston Children's Hospital",US
https://openalex.org/F4320337901,"Office of Research Infrastructure Programs, National Institutes of Health",US
https://openalex.org/F4320323756,Associação Fundo de Incentivo à Pesquisa,BR
https://openalex.org/F4320335743,Saudi Arabian Cultural Mission,SA
https://openalex.org/F4320333360,"Center for Clinical and Translational Sciences, University of Texas Health Science Center at Houston",US
https://openalex.org/F4320326888,State Key Laboratory of Phytochemistry and Plant Resources in West China,CN
https://openalex.org/F4320332775,Food and Nutrition Service,US
https://openalex.org/F4320336359,Collaborative Innovationcenter of Food Safety and Quality Control in Jiangsu Province,CN
https://openalex.org/F4320328088,"Consejo Nacional de Ciencia y Tecnología, Paraguay",PY
https://openalex.org/F4320338488,DOD Peer Reviewed Cancer Research Program,US
https://openalex.org/F4320326667,Bureau of Education of Guangzhou Municipality,CN
https://openalex.org/F4320336753,Changsha Science and Technology Project,CN
https://openalex.org/F4320335535,"Faculty of Medicine, Chiang Mai University",TH
https://openalex.org/F4320326962,Macau University of Science and Technology Foundation,MO
https://openalex.org/F4320315076,Mallinckrodt Pharmaceuticals,CA
https://openalex.org/F4320337798,Duke Cancer Institute,US
https://openalex.org/F4320333617,Beijing Advanced Innovation Center for Imaging Technology,CN
https://openalex.org/F4320313572,Beijing Municipal Excellent Talents Foundation,CN
https://openalex.org/F4320336489,"Conselleria de Innovación, Universidades, Ciencia y Sociedad Digital, Generalitat Valenciana",ES
https://openalex.org/F4320316048,Danone Nutricia Research,NL
https://openalex.org/F4320327369,European Society of Anaesthesiology,BE
https://openalex.org/F4320333624,Eli Lilly Japan,JP
https://openalex.org/F4320324641,"Department of Industry, Innovation and Science, Australian Government",AU
https://openalex.org/F4320309743,Fondazione Cassa di Risparmio in Bologna,IT
https://openalex.org/F4320326218,Foundation of Liaoning Province Education Administration,CN
https://openalex.org/F4320327808,Yunnan Key Research and Development Program,CN
https://openalex.org/F4320321279,Myongji University,KR
https://openalex.org/F4320325900,Gansu Education Department,CN
https://openalex.org/F4320327394,International Team for Implantology,CH
https://openalex.org/F4320313447,Astellas Pharma Canada,CA
https://openalex.org/F4320313931,Association Sorbonne Université,FR
https://openalex.org/F4320336644,High-end Foreign Experts Recruitment Plan of China,CN
https://openalex.org/F4320333120,"Holden Comprehensive Cancer Center, University of Iowa",US
https://openalex.org/F4320326865,State Key Laboratory of Molecular Engineering of Polymers,CN
https://openalex.org/F4320325785,Region Sjælland,DK
https://openalex.org/F4320333069,Fourth Framework Programme,
https://openalex.org/F4320335433,Science Foundation for Excellent Youth Scholars of Sichuan University,CN
https://openalex.org/F4320338421,NHLBI Division of Intramural Research,US
https://openalex.org/F4320328814,Lung Foundation Netherlands,NL
https://openalex.org/F4320325345,"Council of Science and Technology, U.P.",IN
https://openalex.org/F4320326591,Syöpäsäätiö,FI
https://openalex.org/F4320333165,"Research Institute, Nationwide Children's Hospital",US
https://openalex.org/F4320335356,Canadian Glycomics Network,CA
https://openalex.org/F4320315144,MathWorks,US
https://openalex.org/F4320312963,Muscular Dystrophy UK,GB
https://openalex.org/F4320336736,Chengdu Science and Technology Program,CN
https://openalex.org/F4320335968,Scientific and Innovative Action Plan of Shanghai,CN
https://openalex.org/F4320325265,Ministry for Primary Industries,NZ
https://openalex.org/F4320326657,"Faculty of Medicine, Prince of Songkla University",TH
https://openalex.org/F4320326798,Fondation Saint Luc,BE
https://openalex.org/F4320313334,Mrs Gladys Row Fogo Charitable Trust,GB
https://openalex.org/F4320327988,Samenwerkingsverband Noord-Nederland,NL
https://openalex.org/F4320336689,Labex Immuno-Oncology,FR
https://openalex.org/F4320314598,Charles Koch Foundation,US
https://openalex.org/F4320338123,"Program on Open Innovation Platform with Enterprises, Research Institute and Academia",JP
https://openalex.org/F4320325533,Société Française de Radiologie,FR
https://openalex.org/F4320328374,National Public Health Grand Research Foundation,CN
https://openalex.org/F4320313491,National Institute of Academic Anaesthesia,GB
https://openalex.org/F4320337738,"Yale Center for Clinical Investigation, Yale School of Medicine",US
https://openalex.org/F4320317337,Science and Technology Foundation of Shenzhen City,CN
https://openalex.org/F4320327337,Laboratoire d'Excellence en Recherche sur le Médicament et l'Innovation Thérapeutique,FR
https://openalex.org/F4320314596,Rhode Island Foundation,US
https://openalex.org/F4320336780,NIHR Great Ormond Street Hospital Biomedical Research Centre,GB
https://openalex.org/F4320327180,Japan Orthopaedics and Traumatology Foundation,JP
https://openalex.org/F4320325654,Region Örebro län,SE
https://openalex.org/F4320326506,"Osasun Saila, Eusko Jaurlaritzako",ES
https://openalex.org/F4320328257,Foundation for Research in Rheumatology,CH
https://openalex.org/F4320336602,Major Science and Technology Projects in Yunnan Province,CN
https://openalex.org/F4320336604,National Mega Project on Major Infectious Disease Prevention,CN
https://openalex.org/F4320335891,"Science and Technology Development Center, Ministry of Education",CN
https://openalex.org/F4320326680,Guangdong Polytechnic of Science and Technology,CN
https://openalex.org/F4320328356,Région Occitanie Pyrénées-Méditerranée,FR
https://openalex.org/F4320312410,Nestlé Health Science,US
https://openalex.org/F4320335912,Foundation for Innovation Groups of Basic Research in Gansu Province,CN
https://openalex.org/F4320336663,Center for Innovative Medicine,SE
https://openalex.org/F4320313806,Petroleum Institute,AE
https://openalex.org/F4320327845,Ono Pharmaceutical,JP
https://openalex.org/F4320333850,"South Carolina Clinical and Translational Research Institute, Medical University of South Carolina",US
https://openalex.org/F4320326349,Stichting Nederlands Oogheelkundig Onderzoek,NL
https://openalex.org/F4320314480,Shell United States,US
https://openalex.org/F4320317004,Thompson Family Foundation,US
https://openalex.org/F4320326511,Tianjin Municipal Bureau of Public Health,CN
https://openalex.org/F4320328898,Natural Science Foundation of Xinjiang,CN
https://openalex.org/F4320327581,Army Medical University,CN
https://openalex.org/F4320336619,Science and Technology Project of Nantong City,CN
https://openalex.org/F4320313420,Lotte and John Hecht Memorial Foundation,CA
https://openalex.org/F4320326993,National Key Laboratory of Animal Nutrition,CN
https://openalex.org/F4320336634,Training Program for Excellent Young Innovators of Changsha,CN
https://openalex.org/F4320326421,Iranian Council of Stem Cell Research and Technology,IR
https://openalex.org/F4320314201,Tow Foundation,US
https://openalex.org/F4320328601,Programa Operacional Regional do Centro,PT
https://openalex.org/F4320335348,"Department of Science, Information Technology and Innovation, Queensland Government",AU
https://openalex.org/F4320324374,Fundação Instituto de Pesquisas Econômicas,BR
https://openalex.org/F4320325891,General Hospital of People’s Liberation Army,CN
https://openalex.org/F4320337612,Yale Liver Center,US
https://openalex.org/F4320311977,B. Braun-Stiftung,DE
https://openalex.org/F4320324813,Korea Institute of Radiological and Medical Sciences,KR
https://openalex.org/F4320312535,AGE-WELL,CA
https://openalex.org/F4320315201,Society for the Study of Addiction,GB
https://openalex.org/F4320311599,L. K. Whittier Foundation,US
https://openalex.org/F4320338415,U.S. Army Medical Research and Development Command,US
https://openalex.org/F4320313579,Royal Hobart Hospital Research Foundation,AU
https://openalex.org/F4320335871,Chongqing Basic Science and Advanced Technology Research Program,CN
https://openalex.org/F4320316317,Xi'an Eurasia University,CN
https://openalex.org/F4320326457,Chancellerie des Universités de Paris,FR
https://openalex.org/F4320335415,Yonsei University College of Dentistry,KR
https://openalex.org/F4320329307,Science Fund of the Republic of Serbia,RS
https://openalex.org/F4320338154,Science and Technology Service Network Plan,CN
https://openalex.org/F4320313844,Okinaka Memorial Institute for Medical Research,JP
https://openalex.org/F4320330760,"Foreign, Commonwealth and Development Office",GB
https://openalex.org/F4320333282,"School of Medicine, Johns Hopkins University",US
https://openalex.org/F4320325323,"Ministry of Steel, Government of India",IN
https://openalex.org/F4320336643,Guangxi Innovation-Driven Development Project,CN
https://openalex.org/F4320328853,Macau University of Science and Technology,MO
https://openalex.org/F4320335838,Collaboration for Leadership in Applied Health Research and Care - Greater Manchester,GB
https://openalex.org/F4320313380,Rappaport Foundation,US
https://openalex.org/F4320310291,Brewster Foundation,US
https://openalex.org/F4320328183,Parkinson Vereniging,NL
https://openalex.org/F4320325659,Majlis Amanah Rakyat,MY
https://openalex.org/F4320327436,Yakult Honsha,JP
https://openalex.org/F4320327779,Jilin Provincial Health and Family Planning Commission,CN
https://openalex.org/F4320334038,Michigan Technology Tri-Corridor,US
https://openalex.org/F4320338357,FP7 Science in Society,
https://openalex.org/F4320315745,ARC Centre for Nanoscale BioPhotonics,AU
https://openalex.org/F4320313459,Cognitive Sciences and Technologies Council,IR
https://openalex.org/F4320310178,Waisman Center,US
https://openalex.org/F4320320068,Stroke Association,GB
https://openalex.org/F4320337926,EPSRC Centre for Doctoral Training in Medical Imaging,GB
https://openalex.org/F4320325015,Hengityssairauksien Tutkimussäätiö,FI
https://openalex.org/F4320327616,Fundamental Research Funds for the Key Research Program of Chongqing Science and Technology Commission,CN
https://openalex.org/F4320333798,"Translational Research Institute, University of Arkansas for Medical Sciences",US
https://openalex.org/F4320314095,Swine Innovation Porc,CA
https://openalex.org/F4320310997,Bankhead-Coley Foundation,US
https://openalex.org/F4320316012,Siemens Medical Solutions USA,US
https://openalex.org/F4320335589,"Philippine Council for Industry, Energy, and Emerging Technology Research and Development",PH
https://openalex.org/F4320312850,Scottish Government Health and Social Care Directorate,GB
https://openalex.org/F4320335095,"Department of Industrial and Systems Engineering, Hong Kong Polytechnic University",HK
https://openalex.org/F4320314494,Hope Foundation,US
https://openalex.org/F4320310134,Brandeis University,US
https://openalex.org/F4320335907,Youth Science Foundation of Guangxi Medical University,CN
https://openalex.org/F4320328078,NÖ Forschungs- und Bildungsges.m.b.H.,AT
https://openalex.org/F4320325368,Pomorski Uniwersytet Medyczny W Szczecinie,PT
https://openalex.org/F4320328577,Ministère des Solidarités et de la Santé,FR
https://openalex.org/F4320318013,National Research Foundation of Ukraine,UA
https://openalex.org/F4320332358,Office of Public Affairs,US
https://openalex.org/F4320313198,Fondation du Souffle,FR
https://openalex.org/F4320326474,Teijin Pharma,JP
https://openalex.org/F4320308458,American Surgical Association Foundation,US
https://openalex.org/F4320335385,"Medizinischen Fakultät, Eberhard Karls Universität Tübingen",DE
https://openalex.org/F4320335911,Foundation for Distinguished Young Talents in Higher Education of Henan,CN
https://openalex.org/F4320328992,Jeonbuk National University,KR
https://openalex.org/F4320330367,Nanjing Medical Science and Technique Development Foundation,CN
https://openalex.org/F4320314536,Brain Research UK,GB
https://openalex.org/F4320336657,Xuzhou Science and Technology Program,CN
https://openalex.org/F4320327070,Yantai Science and Technology Bureau,CN
https://openalex.org/F4320327351,Evald ja Hilda Nissin Säätiö,FI
https://openalex.org/F4320316875,Natural Science Foundation of Guangzhou City,CN
https://openalex.org/F4320327846,Ryobi Teien Memory Foundation,JP
https://openalex.org/F4320308993,CureSearch for Children's Cancer,US
https://openalex.org/F4320311119,Amyloidosis Foundation,US
https://openalex.org/F4320330256,Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona,ES
https://openalex.org/F4320326047,Amt der Steiermärkischen Landesregierung,AT
https://openalex.org/F4320327665,Key Laboratory for Magnetic Resonance and Multimodality Imaging of Guangdong Province,CN
https://openalex.org/F4320328480,Instytut Medycyny Pracy im. prof. J. Nofera,PL
https://openalex.org/F4320317137,Natural Science Foundation for Distinguished Young Scholars of Anhui Province,CN
https://openalex.org/F4320336019,National Innovation Talent Promotion Program,CN
https://openalex.org/F4320327214,Shahed University,IR
https://openalex.org/F4320314090,Office of National Drug Control Policy,US
https://openalex.org/F4320336548,Project 333 of Jiangsu Province,CN
https://openalex.org/F4320325885,Servizio Fitosanitario della Regione Puglia,IT
https://openalex.org/F4320335666,"Key Laboratory of Chemical Biology and Traditional Chinese Medicine Research, Ministry of Education",CN
https://openalex.org/F4320315856,Dialysis Clinics,US
https://openalex.org/F4320333365,"Centre for Climate Change Economics and Policy, University of Leeds",GB
https://openalex.org/F4320309146,"Energy Research and Development Center, Missouri University of Science and Technology",US
https://openalex.org/F4320309205,Commonwealth of Massachusetts,US
https://openalex.org/F4320336614,Science and Technology Plan Project of Taizhou,CN
https://openalex.org/F4320332294,DHHS Office of the Secretary,US
https://openalex.org/F4320333331,"Sundhedsvidenskabelige Fakultet, Aarhus Universitet",DK
https://openalex.org/F4320326836,State Key Laboratory of Veterinary Etiological Biology,CN
https://openalex.org/F4320327045,Zhejiang Provincial Key Laboratory of Wood Science and Technology,CN
https://openalex.org/F4320335417,"Futurum - Akademin för Hälsa och Vård, Region Jönköpings läns",SE
https://openalex.org/F4320336807,National Natural Science Foundation of China-China Academy of General Technology Joint Fund for Basic Research,CN
https://openalex.org/F4320327408,All Japan Coffee Association,JP
https://openalex.org/F4320338358,FP7 Research for the Benefit of SMEs,
https://openalex.org/F4320312160,Réseau en Bio-Imagerie du Quebec,CA
https://openalex.org/F4320314413,Alpha Foundation for the Improvement of Mine Safety and Health,US
https://openalex.org/F4320307206,Cervical Spine Research Society,US
https://openalex.org/F4320326102,Hartmann Fonden,DK
https://openalex.org/F4320335722,State Key Laboratory of Bioactive Substance and Function of Natural Medicines,CN
https://openalex.org/F4320325939,University of Moratuwa,LK
https://openalex.org/F4320333182,Huck Institutes of the Life Sciences,US
https://openalex.org/F4320328103,Aja University of Medical Sciences,IR
https://openalex.org/F4320335481,Collaborative Innovation Center for Cardiovascular Disease Translational Medicine,CN
https://openalex.org/F4320333195,Penn State College of Medicine,US
https://openalex.org/F4320335363,Programme Development Grants,GB
https://openalex.org/F4320336627,Special Fund Project for Science and Technology Innovation Strategy of Guangdong Province,CN
https://openalex.org/F4320326375,Hellenic Society of Medical Oncology,GR
https://openalex.org/F4320330346,UK Regenerative Medicine Platform,GB
https://openalex.org/F4320327519,Jiangxi University of Traditional Chinese Medicine,CN
https://openalex.org/F4320311529,Bladder Cancer Advocacy Network,US
https://openalex.org/F4320327644,Insamlingsstiftelsen Diabetes Wellness Network Sverige,SE
https://openalex.org/F4320336630,Specific Research Project of Guangxi for Research Bases and Talents,CN
https://openalex.org/F4320324233,"Istituto Nanoscienze, Consiglio Nazionale delle Ricerche",IT
https://openalex.org/F4320335946,Young Teacher Foundation of Sun Yat-sen University,CN
https://openalex.org/F4320334975,Key Medical Subjects of Jiangsu Province,CN
https://openalex.org/F4320333615,"Wu Tsai Neurosciences Institute, Stanford University",US
https://openalex.org/F4320324035,Thorsten och Elsa Segerfalks Stiftelse,SE
https://openalex.org/F4320326400,Stiftung Universitätsmedizin Essen,DE
https://openalex.org/F4320313289,Lady Tata Memorial Trust,IN
https://openalex.org/F4320333174,"Center for Clinical and Translational Science, Mayo Clinic",US
https://openalex.org/F4320327313,"Science and Technology Department, Heilongjiang Province",CN
https://openalex.org/F4320332632,California State University Long Beach,US
https://openalex.org/F4320333248,"Medical Engineering Centre, King’s College London",GB
https://openalex.org/F4320313396,Northwestern Memorial Foundation,US
https://openalex.org/F4320313842,Development and Reform Commission of Hunan Province,CN
https://openalex.org/F4320335756,Chongqing Science and Technology Foundation,CN
https://openalex.org/F4320316079,Suzhou Key Medical Center,CN
https://openalex.org/F4320316266,Corona-Stiftung,DE
https://openalex.org/F4320326443,Nationales Centrum für Tumorerkrankungen Heidelberg,DE
https://openalex.org/F4320315887,GlaxoSmithKline Japan,JP
https://openalex.org/F4320316531,Department for the Economy,GB
https://openalex.org/F4320329877,Bagui Scholars Program of Guangxi Zhuang Autonomous Region,CN
https://openalex.org/F4320329793,Shenzhen Knowledge Innovation Program,CN
https://openalex.org/F4320325715,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,MX
https://openalex.org/F4320329926,National Health Commission of the People's Republic of China,CN
https://openalex.org/F4320325140,Consejo de Investigaciones Científicas y Tecnológicas de la Provincia de Córdoba,AR
https://openalex.org/F4320335952,Guizhou Education Department Youth Science and Technology Talents Growth Project,CN
https://openalex.org/F4320329192,Korean Society of Ginseng,KR
https://openalex.org/F4320337793,Bureau of Medicine and Surgery,US
https://openalex.org/F4320309802,Einar Willumsen Foundation,DK
https://openalex.org/F4320336309,Medical and Health Research Project of Zhejiang Province,CN
https://openalex.org/F4320328155,Damp Stiftung,DE
https://openalex.org/F4320311800,"Stiftelsen Dorothea Olivia, Karl Walter och Jarl Walter Perkléns Minne",FI
https://openalex.org/F4320335804,Shenzhen Technology Development Program,CN
https://openalex.org/F4320333475,Executive Agency for Small and Medium-sized Enterprises,
https://openalex.org/F4320329890,International Science and Technology Cooperation Program of Shanxi Province,CN
https://openalex.org/F4320335495,"Medizinischen Fakultät Heidelberg, Universität Heidelberg",DE
https://openalex.org/F4320327375,Beijing Medical and Health Foundation,CN
https://openalex.org/F4320327876,NIHR Greater Manchester Patient Safety Translational Research Centre,GB
https://openalex.org/F4320314703,American Academy of Sleep Medicine Foundation,US
https://openalex.org/F4320314081,Colorectal Cancer Alliance,US
https://openalex.org/F4320308386,Alpha Omega Alpha Honor Medical Society,US
https://openalex.org/F4320313938,Communauté Université Grenoble Alpes,FR
https://openalex.org/F4320325388,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy",IN
https://openalex.org/F4320328592,Conseil régional du Grand Est,FR
https://openalex.org/F4320326645,Genome Atlantic,CA
https://openalex.org/F4320329013,Blood Cancer UK,GB
https://openalex.org/F4320330122,Southwest Minzu University,CN
https://openalex.org/F4320326896,State Key Laboratory of Pharmaceutical Biotechnology,CN
https://openalex.org/F4320336728,State Key Laboratory for Chemistry and Molecular Engineering of Medicinal Resources,CN
https://openalex.org/F4320327363,"Centre Lyonnais d'Acoustique, Université de Lyon",FR
https://openalex.org/F4320325070,Suomen Tuberkuloosin Vastustamisyhdistyksen Säätiö,FI
https://openalex.org/F4320327046,State Key Laboratory for Diagnosis and Treatment of Infectious Diseases,CN
https://openalex.org/F4320335446,Chongqing Youth Science and Technology Talent Training Project,CN
https://openalex.org/F4320335889,Interdisciplinary Medicine Seed Fund of Peking University,CN
https://openalex.org/F4320314250,Ministry for Primary Industries,NZ
