soa_institution_id,ror,institution_name,institution_type,country_code
https://openalex.org/I4210166081,https://ror.org/05wmdnq05,Ovid Therapeutics (United States),company,US
https://openalex.org/I2800861811,https://ror.org/058ay4m70,CRC Health Group,healthcare,US
https://openalex.org/I4210098468,https://ror.org/00zpnkr86,Landsforeningen for hjerte- og lungesyke,other,NO
https://openalex.org/I4210139479,https://ror.org/0431avj27,National University of Education Enrique Guzmán y Valle,education,PE
https://openalex.org/I3132634077,https://ror.org/01khe0643,Harapan Bangsa Institute of Technology,education,ID
https://openalex.org/I4210161311,https://ror.org/05xkxz718,Soroti University,education,UG
https://openalex.org/I2801764298,https://ror.org/027r49s81,Fortis Malar Hospital,healthcare,IN
https://openalex.org/I4210111707,https://ror.org/01rncwg06,The Korean Society of Nephrology,other,KR
https://openalex.org/I3132890902,https://ror.org/00vnpja80,Modern University for Business and Science,education,LB
https://openalex.org/I4210146090,https://ror.org/03rwzd843,Universitas Kristen Indonesia Maluku,education,ID
https://openalex.org/I4210100550,https://ror.org/00yejqr65,Zhejiang DongFang Vocational and Technical College,education,CN
https://openalex.org/I4210146995,https://ror.org/052d8ge54,Robert J. Dole VA Medical Center,healthcare,US
https://openalex.org/I269735430,https://ror.org/02bvdvz71,Stamford International University,education,TH
https://openalex.org/I4210087669,https://ror.org/001v19997,Eskişehir Osmangazi Üniversitesi Tıp Fakültesi Hastanesi,healthcare,TR
https://openalex.org/I4210153839,https://ror.org/053efsj20,National Institute of Science and Technology of Drugs and Medicines,facility,BR
https://openalex.org/I4210145903,https://ror.org/04ph02j10,Asai Germanium Research Institute,facility,JP
https://openalex.org/I4210160758,https://ror.org/0576s0350,Universidad Autónoma de Colombia,education,CO
https://openalex.org/I4210167074,https://ror.org/05tkt0g15,Bio4Dreams (Italy),company,IT
https://openalex.org/I4210096823,https://ror.org/00v416254,Học Viện Công Nghệ Bưu Chính Viễn Thông Cơ sở TP. Hồ Chí Minh,education,VN
https://openalex.org/I4210104900,https://ror.org/01fha7a79,OptiPro Systems (United States),company,US
https://openalex.org/I4210130619,https://ror.org/03vg6va04,Health Strategy and Delivery Foundation,nonprofit,NG
https://openalex.org/I4210098747,https://ror.org/00zydn239,Adana Numune Eğitim ve Araştırma Hastanesi,healthcare,TR
https://openalex.org/I4210128748,https://ror.org/038tfar48,Spitali Universitar Shefqet Ndroqi,healthcare,AL
https://openalex.org/I4210091946,https://ror.org/00fv1ny85,Scottish Rite Freemasonry,other,US
https://openalex.org/I4210163332,https://ror.org/05dxwnm86,Foundation for Prader-Willi Research,nonprofit,US
https://openalex.org/I4210106262,https://ror.org/01gy3es16,Asher Consulting (United States),company,US
https://openalex.org/I921103022,https://ror.org/0352wb750,Manash Kozybayev North Kazakhstan University,education,KZ
https://openalex.org/I4210092720,https://ror.org/00dpzx715,Suleyman Demirel University Research and Education Hospital,healthcare,TR
https://openalex.org/I4210123205,https://ror.org/02m6rz291,CHA Vaccine Institute (South Korea),company,KR
https://openalex.org/I4210115666,https://ror.org/02a9kts05,Baxter (Colombia),company,CO
https://openalex.org/I4210104425,https://ror.org/01bwbj624,AMN Healthcare (United States),company,US
https://openalex.org/I4210131350,https://ror.org/03wq3ma67,Magdi Yacoub Heart Foundation,nonprofit,EG
https://openalex.org/I4210111176,https://ror.org/028t97a83,Unicare,healthcare,NO
https://openalex.org/I2802873457,https://ror.org/05k3yhz56,Canadian Medical Protective Association,nonprofit,CA
https://openalex.org/I4210120838,https://ror.org/02x4grb16,Sartorius (United States),company,US
https://openalex.org/I185286233,https://ror.org/058b16x44,University of Pitesti,education,RO
https://openalex.org/I4210097116,https://ror.org/00ynbyf59,Alcare ( Japan),company,JP
https://openalex.org/I4210112543,https://ror.org/01v637s67,Prion Alliance,nonprofit,US
https://openalex.org/I4210147971,https://ror.org/03wewq802,Arnavutköy Devlet Hastanesi,healthcare,TR
https://openalex.org/I4210128585,https://ror.org/035h67p10,META Health,other,US
https://openalex.org/I4210122928,https://ror.org/02fxnw554,Santeon (Netherlands),company,NL
https://openalex.org/I4210126588,https://ror.org/03d2tka35,TransUnion (United States),company,US
https://openalex.org/I4210160966,https://ror.org/04z8yvn47,Chinese Anti-Cancer Association,other,CN
https://openalex.org/I4210143622,https://ror.org/03zvgda56,Abeona Therapeutics (United States),company,US
https://openalex.org/I4210115444,https://ror.org/036f7qt17,Fliedner Fachhochschule Düsseldorf,education,DE
https://openalex.org/I4210164738,https://ror.org/05pk92k21,International Biometric Society,other,US
https://openalex.org/I4210101174,https://ror.org/0198gqt55,Australia and New Zealand Melanoma Trials Group,other,AU
https://openalex.org/I4210154745,https://ror.org/04nm4bw06,Lumentum (United States),company,US
https://openalex.org/I4210117783,https://ror.org/027pg7t61,Chemyunion (Brazil),company,BR
https://openalex.org/I4210113535,https://ror.org/01hwhm419,Hessische Hochschule für Polizei und Verwaltung,education,DE
https://openalex.org/I3132908444,https://ror.org/04hsrr018,Aichi Mizuho Junior College,education,JP
https://openalex.org/I4210125658,https://ror.org/03kgapk50,MAGJ Hospital,healthcare,IN
https://openalex.org/I4210147394,https://ror.org/03xfjns53,Cutaneous Lymphoma Foundation,nonprofit,US
https://openalex.org/I4210136113,https://ror.org/046cz2w20,Nicolet (Czechia),company,CZ
https://openalex.org/I4210162802,https://ror.org/054r9x893,Kazakh University of Technology and Business,education,KZ
https://openalex.org/I4210108310,https://ror.org/01s3w4134,IGI Technologies (United States),company,US
https://openalex.org/I4210087420,https://ror.org/010vxxa64,Kyrgyz State National University,education,KG
https://openalex.org/I4210161661,https://ror.org/05y2g7215,Zeon (Japan),company,JP
https://openalex.org/I1281109512,https://ror.org/019jds967,Nevşehir Hacı Bektaş Veli University,education,TR
https://openalex.org/I4210140617,https://ror.org/03s26zd55,Sorokdo National Hospital,healthcare,KR
https://openalex.org/I4210144826,https://ror.org/03e2ek051,Association for Science Education,nonprofit,GB
https://openalex.org/I4210118557,https://ror.org/029xb4124,GO2 Foundation for Lung Cancer,nonprofit,US
https://openalex.org/I4210135959,https://ror.org/045kh6832,Ogeda (Belgium),company,BE
https://openalex.org/I4210162790,https://ror.org/05tn39y33,Akademie der Polizei Hamburg,education,DE
https://openalex.org/I4210156830,https://ror.org/04tgrm918,nChain (United Kingdom),company,GB
https://openalex.org/I4210142093,https://ror.org/04q38p245,Restore,nonprofit,GB
https://openalex.org/I4210117554,https://ror.org/027q1fw25,Herantis Pharma (Finland),company,FI
https://openalex.org/I4210116319,https://ror.org/02dr5rf50,Maxon Motor (Switzerland),company,CH
https://openalex.org/I4210119542,https://ror.org/02qtf7714,KoreaBio,facility,KR
https://openalex.org/I4210107820,https://ror.org/01qdaxa32,Supê Soluções (Brazil),company,BR
https://openalex.org/I4210106263,https://ror.org/01gybxp05,Emteq (United Kingdom),company,GB
https://openalex.org/I4210137317,https://ror.org/03p5xhb29,Universidad Nacional de Pilar,education,PY
https://openalex.org/I4210135128,https://ror.org/03jbzvm84,Progressive Clinical Research,facility,US
https://openalex.org/I4210089900,https://ror.org/00bj5yr20,Mesko (Poland),company,PL
https://openalex.org/I4210101620,https://ror.org/016nx0z25,Government Chemist Laboratory Agency,government,TZ
https://openalex.org/I4210143571,https://ror.org/04qw9bn98,Angelus Silesius State University,education,PL
https://openalex.org/I4210123639,https://ror.org/02d983k79,Equine Veterinary Medical Center,healthcare,QA
https://openalex.org/I2802923894,https://ror.org/02qsf1r97,Academy of Science of South Africa,government,ZA
https://openalex.org/I4210095869,https://ror.org/00rbnn565,Liaoning General Aviation Research Institute,facility,CN
https://openalex.org/I4210097959,https://ror.org/0137xgw27,Bridgepoint (Germany),company,DE
https://openalex.org/I4210098717,https://ror.org/012m7k033,Anhui Provincial Department of Education,government,CN
https://openalex.org/I4210167184,https://ror.org/05nh0hr31,Icon (Australia),company,AU
https://openalex.org/I4210116031,https://ror.org/024q7v561,Synyo (Austria),company,AT
https://openalex.org/I4210139089,https://ror.org/04g7ya794,Spitalului Clinic de Ortopedie Traumatologie Foisor,healthcare,RO
https://openalex.org/I4210142840,https://ror.org/054dqap80,Brainxell (United States),company,US
https://openalex.org/I4210117586,https://ror.org/02ge9fk48,Secretaría de Ciencia Tecnología e Innovación,government,MX
https://openalex.org/I4210144331,https://ror.org/044v30149,People's Action,nonprofit,US
https://openalex.org/I4210088167,https://ror.org/012tq4a48,Manfred Lautenschläger-Stiftung,other,DE
https://openalex.org/I4210127674,https://ror.org/045tsnx36,Fundación Universitaria CIEO - UNICIEO,nonprofit,CO
https://openalex.org/I4210133416,https://ror.org/03y81kj05,Fastbase Solutions (Spain),company,ES
https://openalex.org/I4210158479,https://ror.org/050ngae93,European Academy of Dermatology and Venereology,nonprofit,CH
https://openalex.org/I4210136542,https://ror.org/03t89te61,Mubadala (United Arab Emirates),company,AE
https://openalex.org/I4210092943,https://ror.org/00g212534,Hitit Üniversitesi Çorum Eğitim ve Araştırma Hastanesi,healthcare,TR
https://openalex.org/I4210141455,https://ror.org/03x131c97,International Institute for Restorative Practices,education,US
https://openalex.org/I4210092388,https://ror.org/00e3c6786,Scottish Council on Human Bioethics,nonprofit,GB
https://openalex.org/I4210126651,https://ror.org/032sbdv65,Black Women for Wellness,nonprofit,US
https://openalex.org/I4210139658,https://ror.org/04gehpa59,Digipolis (Belgium),company,BE
https://openalex.org/I4210138001,https://ror.org/039207457,Centro Universitario Hispano Mexicano,education,MX
https://openalex.org/I4210155564,https://ror.org/05t4nb462,"Guangzhou Science, Technology and Innovation Commission",government,CN
https://openalex.org/I4210102039,https://ror.org/01gspzg10,TV Asahi (Japan),company,JP
https://openalex.org/I4210110319,https://ror.org/023ssda55,Fukuda Foundation for Medical Technology,other,JP
https://openalex.org/I4210160971,https://ror.org/04zqaby77,Roemmers Laboratories (Argentina),company,AR
https://openalex.org/I4210110306,https://ror.org/022wnsy59,Krebsforschung Schweiz,other,CH
https://openalex.org/I4210103125,https://ror.org/01bawmj47,Genesis Research Trust,nonprofit,GB
https://openalex.org/I4210119733,https://ror.org/031bshh03,Genome Insight (South Korea),company,KR
https://openalex.org/I4210125074,https://ror.org/039ks3037,Nucana (United Kingdom),company,GB
https://openalex.org/I4210087530,https://ror.org/0033e0z76,Eidos (Italy),company,IT
https://openalex.org/I2802363410,https://ror.org/01swt4h11,Supreme Court of Korea,government,KR
https://openalex.org/I4210140491,https://ror.org/04tm9hq97,Bigfoot Biomedical (United States),company,US
https://openalex.org/I136199984,https://ror.org/03vek6s52,Harvard University,education,US
https://openalex.org/I97018004,https://ror.org/00f54p054,Stanford University,education,US
https://openalex.org/I19820366,https://ror.org/034t30j35,Chinese Academy of Sciences,government,CN
https://openalex.org/I27837315,https://ror.org/00jmfr291,University of Michigan–Ann Arbor,education,US
https://openalex.org/I95457486,https://ror.org/01an7q238,"University of California, Berkeley",education,US
https://openalex.org/I201448701,https://ror.org/00cvxb145,University of Washington,education,US
https://openalex.org/I63966007,https://ror.org/042nb2s44,Massachusetts Institute of Technology,education,US
https://openalex.org/I1299303238,https://ror.org/01cwqze88,National Institutes of Health,government,US
https://openalex.org/I185261750,https://ror.org/03dbr7087,University of Toronto,education,CA
https://openalex.org/I145311948,https://ror.org/00za53h95,Johns Hopkins University,education,US
https://openalex.org/I40120149,https://ror.org/052gg0110,University of Oxford,education,GB
https://openalex.org/I161318765,https://ror.org/046rm7j60,"University of California, Los Angeles",education,US
https://openalex.org/I79576946,https://ror.org/00b30xv10,University of Pennsylvania,education,US
https://openalex.org/I241749,https://ror.org/013meh722,University of Cambridge,education,GB
https://openalex.org/I78577930,https://ror.org/00hj8s172,Columbia University,education,US
https://openalex.org/I32971472,https://ror.org/03v76x132,Yale University,education,US
https://openalex.org/I154526488,https://ror.org/02vjkv261,Inserm,government,FR
https://openalex.org/I36258959,https://ror.org/0168r3w48,"University of California, San Diego",education,US
https://openalex.org/I1344073410,https://ror.org/006w34k90,Howard Hughes Medical Institute,nonprofit,US
https://openalex.org/I180670191,https://ror.org/043mz5j54,"University of California, San Francisco",education,US
https://openalex.org/I205783295,https://ror.org/05bnh6r87,Cornell University,education,US
https://openalex.org/I135310074,https://ror.org/01y2jtd41,University of Wisconsin–Madison,education,US
https://openalex.org/I130238516,https://ror.org/017zqws13,University of Minnesota,education,US
https://openalex.org/I45129253,https://ror.org/02jx3x895,University College London,education,GB
https://openalex.org/I74801974,https://ror.org/057zh3y96,The University of Tokyo,education,JP
https://openalex.org/I40347166,https://ror.org/024mw5h28,University of Chicago,education,US
https://openalex.org/I111088046,https://ror.org/05qwgg493,Boston University,education,US
https://openalex.org/I157725225,https://ror.org/047426m28,University of Illinois Urbana-Champaign,education,US
https://openalex.org/I47508984,https://ror.org/041kmwe10,Imperial College London,education,GB
https://openalex.org/I4210087915,https://ror.org/002pd6e78,Massachusetts General Hospital,healthcare,US
https://openalex.org/I141945490,https://ror.org/03rmrcq20,University of British Columbia,education,CA
https://openalex.org/I114027177,https://ror.org/0130frc33,University of North Carolina at Chapel Hill,education,US
https://openalex.org/I1283280774,https://ror.org/04b6nzv94,Brigham and Women's Hospital,healthcare,US
https://openalex.org/I170201317,https://ror.org/01an3r305,University of Pittsburgh,education,US
https://openalex.org/I130769515,https://ror.org/04p491231,Pennsylvania State University,education,US
https://openalex.org/I204465549,https://ror.org/01yc7t268,Washington University in St. Louis,education,US
https://openalex.org/I84218800,https://ror.org/05rrcem69,"University of California, Davis",education,US
https://openalex.org/I111979921,https://ror.org/000e0be47,Northwestern University,education,US
https://openalex.org/I57206974,https://ror.org/0190ak572,New York University,education,US
https://openalex.org/I20089843,https://ror.org/00hx57361,Princeton University,education,US
https://openalex.org/I52357470,https://ror.org/00rs6vg23,The Ohio State University,education,US
https://openalex.org/I1174212,https://ror.org/03taz7m60,University of Southern California,education,US
https://openalex.org/I5023651,https://ror.org/01pxwe438,McGill University,education,CA
https://openalex.org/I86519309,https://ror.org/00hj54h04,The University of Texas at Austin,education,US
https://openalex.org/I33213144,https://ror.org/02y3ad647,University of Florida,education,US
https://openalex.org/I170897317,https://ror.org/00py81415,Duke University,education,US
https://openalex.org/I165779595,https://ror.org/01ej9dk98,University of Melbourne,education,AU
https://openalex.org/I28166907,https://ror.org/056d84691,Karolinska Institutet,education,SE
https://openalex.org/I22299242,https://ror.org/02kpeqv85,Kyoto University,education,JP
https://openalex.org/I122411786,https://ror.org/05dxps055,California Institute of Technology,education,US
https://openalex.org/I129604602,https://ror.org/0384j8v12,University of Sydney,education,AU
https://openalex.org/I28407311,https://ror.org/027m9bs27,University of Manchester,education,GB
https://openalex.org/I138006243,https://ror.org/03m2x1q45,University of Arizona,education,US
https://openalex.org/I165143802,https://ror.org/00rqy9422,University of Queensland,education,AU
https://openalex.org/I99464096,https://ror.org/05f950310,KU Leuven,education,BE
https://openalex.org/I66946132,https://ror.org/047s2c258,"University of Maryland, College Park",education,US
https://openalex.org/I98677209,https://ror.org/01nrxwf90,University of Edinburgh,education,GB
https://openalex.org/I150468666,https://ror.org/03czfpz43,Emory University,education,US
https://openalex.org/I165932596,https://ror.org/01tgyzw49,National University of Singapore,education,SG
https://openalex.org/I124055696,https://ror.org/035b05819,University of Copenhagen,education,DK
https://openalex.org/I102322142,https://ror.org/05vt9qd57,"Rutgers, The State University of New Jersey",education,US
https://openalex.org/I4210140884,https://ror.org/040gcmg81,National Cancer Institute,government,US
https://openalex.org/I887064364,https://ror.org/04dkp9463,University of Amsterdam,education,NL
https://openalex.org/I99065089,https://ror.org/03cve4549,Tsinghua University,education,CN
https://openalex.org/I87216513,https://ror.org/05hs6h993,Michigan State University,education,US
https://openalex.org/I35440088,https://ror.org/05a28rw58,ETH Zurich,education,CH
https://openalex.org/I154425047,https://ror.org/0160cpw27,University of Alberta,education,CA
https://openalex.org/I223532165,https://ror.org/03r0ha626,University of Utah,education,US
https://openalex.org/I98285908,https://ror.org/035t8zc32,Osaka University,education,JP
https://openalex.org/I2799853436,https://ror.org/037zgn354,Johns Hopkins Medicine,healthcare,US
https://openalex.org/I31746571,https://ror.org/03r8z3t63,UNSW Sydney,education,AU
https://openalex.org/I148283060,https://ror.org/02jbv0t02,Lawrence Berkeley National Laboratory,facility,US
https://openalex.org/I187531555,https://ror.org/012a77v79,Lund University,education,SE
https://openalex.org/I183935753,https://ror.org/0220mzb33,King's College London,education,GB
https://openalex.org/I204250578,https://ror.org/04gyf1771,"University of California, Irvine",education,US
https://openalex.org/I91045830,https://ror.org/01f5ytq51,Texas A&M University,education,US
https://openalex.org/I56590836,https://ror.org/02bfwt286,Monash University,education,AU
https://openalex.org/I193662353,https://ror.org/04pp8hn57,Utrecht University,education,NL
https://openalex.org/I1330342723,https://ror.org/02qp3tb03,Mayo Clinic,healthcare,US
https://openalex.org/I181547552,https://ror.org/02pttbw34,Baylor College of Medicine,education,US
https://openalex.org/I74973139,https://ror.org/05x2bcf33,Carnegie Mellon University,education,US
https://openalex.org/I36234482,https://ror.org/0524sp257,University of Bristol,education,GB
https://openalex.org/I1343551460,https://ror.org/04twxam07,The University of Texas MD Anderson Cancer Center,healthcare,US
https://openalex.org/I200719446,https://ror.org/02vm5rt34,Vanderbilt University,education,US
https://openalex.org/I130701444,https://ror.org/01zkghx44,Georgia Institute of Technology,education,US
https://openalex.org/I154570441,https://ror.org/02t274463,"University of California, Santa Barbara",education,US
https://openalex.org/I58956616,https://ror.org/051fd9666,Case Western Reserve University,education,US
https://openalex.org/I126307644,https://ror.org/036jqmy94,University of Iowa,education,US
https://openalex.org/I133731052,https://ror.org/040af2s02,University of Helsinki,education,FI
https://openalex.org/I17974374,https://ror.org/036rp1748,Universidade de São Paulo,education,BR
https://openalex.org/I188538660,https://ror.org/02ttsq026,University of Colorado Boulder,education,US
https://openalex.org/I1334819555,https://ror.org/02yrq0923,Memorial Sloan Kettering Cancer Center,healthcare,US
https://openalex.org/I51556381,https://ror.org/0153tk833,University of Virginia,education,US
https://openalex.org/I219193219,https://ror.org/02dqehb95,Purdue University West Lafayette,education,US
https://openalex.org/I5124864,https://ror.org/02s376052,École Polytechnique Fédérale de Lausanne,facility,CH
https://openalex.org/I4210126298,https://ror.org/03njmea73,Duke Medical Center,healthcare,US
https://openalex.org/I98251732,https://ror.org/02fa3aq29,McMaster University,education,CA
https://openalex.org/I202697423,https://ror.org/02crff812,University of Zurich,education,CH
https://openalex.org/I4210165038,https://ror.org/05qbk4x57,University of Chinese Academy of Sciences,education,CN
https://openalex.org/I4210117453,https://ror.org/02jzgtq86,Dana-Farber Cancer Institute,facility,US
https://openalex.org/I16391192,https://ror.org/04mhzgx49,Tel Aviv University,education,IL
https://openalex.org/I123387679,https://ror.org/048a87296,Uppsala University,education,SE
https://openalex.org/I201537933,https://ror.org/01dq60k83,Tohoku University,education,JP
https://openalex.org/I55732556,https://ror.org/03efmqc40,Arizona State University,education,US
https://openalex.org/I62916508,https://ror.org/02kkvpp62,Technical University of Munich,education,DE
https://openalex.org/I79619799,https://ror.org/03angcq70,University of Birmingham,education,GB
https://openalex.org/I118347636,https://ror.org/019wvm592,Australian National University,education,AU
https://openalex.org/I169381384,https://ror.org/012p63287,University of Groningen,education,NL
https://openalex.org/I5388228,https://ror.org/022kthw22,University of Rochester,education,US
https://openalex.org/I2801851002,https://ror.org/006v7bf86,Harvard University Press,other,US
https://openalex.org/I20231570,https://ror.org/02v51f717,Peking University,education,CN
https://openalex.org/I76130692,https://ror.org/00a2xv884,Zhejiang University,education,CN
https://openalex.org/I139264467,https://ror.org/04h9pn542,Seoul National University,education,KR
https://openalex.org/I91136226,https://ror.org/05krs5044,University of Sheffield,education,GB
https://openalex.org/I189158943,https://ror.org/00wjc7c48,University of Milan,education,IT
https://openalex.org/I867280407,https://ror.org/05byvp690,The University of Texas Southwestern Medical Center,healthcare,US
https://openalex.org/I183067930,https://ror.org/0220qvk04,Shanghai Jiao Tong University,education,CN
https://openalex.org/I130828816,https://ror.org/024mrxd33,University of Leeds,education,GB
https://openalex.org/I172675005,https://ror.org/02e7b5302,Nanyang Technological University,education,SG
https://openalex.org/I1327163397,https://ror.org/01q1z8k08,State University of New York,education,US
https://openalex.org/I168635309,https://ror.org/03yjb2x39,University of Calgary,education,CA
https://openalex.org/I98704320,https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai,education,US
https://openalex.org/I8204097,https://ror.org/05591te55,Ludwig-Maximilians-Universität München,education,DE
https://openalex.org/I7882870,https://ror.org/00vtgdb53,University of Glasgow,education,GB
https://openalex.org/I32389192,https://ror.org/008s83205,University of Alabama at Birmingham,education,US
https://openalex.org/I177725633,https://ror.org/00t33hh48,Chinese University of Hong Kong,education,CN
https://openalex.org/I27804330,https://ror.org/05gq02987,Brown University,education,US
https://openalex.org/I145608581,https://ror.org/02dgjyy92,University of Miami,education,US
https://openalex.org/I142263535,https://ror.org/01ee9ar58,University of Nottingham,education,GB
https://openalex.org/I70931966,https://ror.org/0161xgx34,Université de Montréal,education,CA
https://openalex.org/I43439940,https://ror.org/01ryk1543,University of Southampton,education,GB
https://openalex.org/I184942183,https://ror.org/01xtthb56,University of Oslo,education,NO
https://openalex.org/I138689650,https://ror.org/00240q980,University of Padua,education,IT
https://openalex.org/I71999127,https://ror.org/021018s57,University of Barcelona,education,ES
https://openalex.org/I861853513,https://ror.org/02be6w209,Sapienza University of Rome,education,IT
https://openalex.org/I223822909,https://ror.org/038t36y30,Heidelberg University,education,DE
https://openalex.org/I32597200,https://ror.org/00cv9y106,Ghent University,education,BE
https://openalex.org/I137902535,https://ror.org/04tj63d06,North Carolina State University,education,US
https://openalex.org/I592451,https://ror.org/01kg8sb98,Indiana University,education,US
https://openalex.org/I196272386,https://ror.org/00rxpqe74,Providence College,education,US
https://openalex.org/I149899117,https://ror.org/01hhn8329,Max Planck Society,nonprofit,DE
https://openalex.org/I197251160,https://ror.org/03qxff017,Hebrew University of Jerusalem,education,IL
https://openalex.org/I125749732,https://ror.org/02grkyz14,Western University,education,CA
https://openalex.org/I7877124,https://ror.org/001w7jn25,Charité - Universitätsmedizin Berlin,healthcare,DE
https://openalex.org/I9360294,https://ror.org/01111rn36,University of Bologna,education,IT
https://openalex.org/I204337017,https://ror.org/01aj84f44,Aarhus University,education,DK
https://openalex.org/I121934306,https://ror.org/05wvpxv85,Tufts University,education,US
https://openalex.org/I59553526,https://ror.org/05qghxh33,Stony Brook University,education,US
https://openalex.org/I173911158,https://ror.org/04rswrd78,Iowa State University,education,US
https://openalex.org/I1316902750,https://ror.org/03xjacd83,Cleveland Clinic,healthcare,US
https://openalex.org/I177877127,https://ror.org/047272k79,University of Western Australia,education,AU
https://openalex.org/I145872427,https://ror.org/016xsfp80,Radboud University Nijmegen,education,NL
https://openalex.org/I39422238,https://ror.org/02mpq6x41,University of Illinois at Chicago,education,US
https://openalex.org/I118564535,https://ror.org/02k7v4d05,University of Bern,education,CH
https://openalex.org/I153718931,https://ror.org/03c4mmv16,University of Ottawa,education,CA
https://openalex.org/I1343871089,https://ror.org/01e41cf67,Los Alamos National Laboratory,facility,US
https://openalex.org/I1289490764,https://ror.org/042twtr12,Centers for Disease Control and Prevention,government,US
https://openalex.org/I60134161,https://ror.org/04chrp450,Nagoya University,education,JP
https://openalex.org/I121797337,https://ror.org/027bh9e22,Leiden University,education,NL
https://openalex.org/I881427289,https://ror.org/01tm6cn81,University of Gothenburg,education,SE
https://openalex.org/I165690674,https://ror.org/009avj582,Oregon Health & Science University,education,US
https://openalex.org/I146655781,https://ror.org/04xs57h96,University of Liverpool,education,GB
https://openalex.org/I84884186,https://ror.org/01kj2bm70,Newcastle University,education,GB
https://openalex.org/I129975664,https://ror.org/05cf8a891,Albert Einstein College of Medicine,education,US
https://openalex.org/I143302722,https://ror.org/02k3smh20,University of Kentucky,education,US
https://openalex.org/I1288882113,https://ror.org/00dvg7y05,Boston Children's Hospital,healthcare,US
https://openalex.org/I135598925,https://ror.org/00p4k0j84,Kyushu University,education,JP
https://openalex.org/I859038795,https://ror.org/02smfhw86,Virginia Tech,education,US
https://openalex.org/I1289243028,https://ror.org/01qz5mb56,Oak Ridge National Laboratory,facility,US
https://openalex.org/I8087733,https://ror.org/03a1kwz48,University of Tübingen,education,DE
https://openalex.org/I151746483,https://ror.org/01aff2v68,University of Waterloo,education,CA
https://openalex.org/I83399316,https://ror.org/0420db125,Rockefeller University,education,US
https://openalex.org/I90344618,https://ror.org/03x94j517,Medical Research Council,government,GB
https://openalex.org/I123431417,https://ror.org/02dxx6824,Scripps Research Institute,nonprofit,US
https://openalex.org/I188703185,https://ror.org/0400j3f74,GTx (United States),company,US
https://openalex.org/I98358874,https://ror.org/02e2c7k09,Delft University of Technology,education,NL
https://openalex.org/I913481162,https://ror.org/04qw24q55,Wageningen University & Research,education,NL
https://openalex.org/I126520041,https://ror.org/04c4dkn09,University of Science and Technology of China,education,CN
https://openalex.org/I4210153043,https://ror.org/04bct7p84,Duke University Hospital,healthcare,US
https://openalex.org/I53964585,https://ror.org/0316ej306,Weizmann Institute of Science,education,IL
https://openalex.org/I24943067,https://ror.org/013q1eq08,Fudan University,education,CN
https://openalex.org/I24603500,https://ror.org/0072zz521,University of Massachusetts Amherst,education,US
https://openalex.org/I135140700,https://ror.org/041nas322,University of Bonn,education,DE
https://openalex.org/I5681781,https://ror.org/00892tw58,University of Adelaide,education,AU
https://openalex.org/I161046081,https://ror.org/0245cg223,University of Freiburg,education,DE
https://openalex.org/I74656192,https://ror.org/01y9bpm73,University of Göttingen,education,DE
https://openalex.org/I1282105669,https://ror.org/05gvnxz63,Argonne National Laboratory,facility,US
https://openalex.org/I1292875679,https://ror.org/03qn8fb07,Commonwealth Scientific and Industrial Research Organisation,government,AU
https://openalex.org/I47720641,https://ror.org/00p991c53,Huazhong University of Science and Technology,education,CN
https://openalex.org/I165733156,https://ror.org/00te3t702,University of Georgia,education,US
https://openalex.org/I114457229,https://ror.org/01swzsf04,University of Geneva,education,CH
https://openalex.org/I16733864,https://ror.org/05bqach95,National Taiwan University,education,TW
https://openalex.org/I4210125099,https://ror.org/03jp40720,Mayo Clinic,healthcare,US
https://openalex.org/I96673099,https://ror.org/04qtj9h94,Technical University of Denmark,education,DK
https://openalex.org/I185443292,https://ror.org/01070mq45,Wayne State University,education,US
https://openalex.org/I129774422,https://ror.org/03prydq77,University of Vienna,education,AT
https://openalex.org/I1316535847,https://ror.org/04drvxt59,Beth Israel Deaconess Medical Center,healthcare,US
https://openalex.org/I161593684,https://ror.org/05f0yaq80,Stockholm University,education,SE
https://openalex.org/I75027704,https://ror.org/020f3ap87,University of Tennessee at Knoxville,education,US
https://openalex.org/I181369854,https://ror.org/00f7hpc57,University of Erlangen-Nuremberg,education,DE
https://openalex.org/I205349734,https://ror.org/02e16g702,Hokkaido University,education,JP
https://openalex.org/I1312222531,https://ror.org/02d2m2044,Agricultural Research Service,government,US
https://openalex.org/I913958620,https://ror.org/057w15z03,Erasmus University Rotterdam,education,NL
https://openalex.org/I154130895,https://ror.org/03b94tp07,University of Auckland,education,NZ
https://openalex.org/I140172145,https://ror.org/02der9h97,University of Connecticut,education,US
https://openalex.org/I1286329397,https://ror.org/035a68863,United States Geological Survey,government,US
https://openalex.org/I92446798,https://ror.org/03k1gpj17,Colorado State University,education,US
https://openalex.org/I63135867,https://ror.org/01e3m7079,University of Cincinnati,education,US
https://openalex.org/I131249849,https://ror.org/00ysfqy60,Oregon State University,education,US
https://openalex.org/I76835614,https://ror.org/02ymw8z06,University of Missouri,education,US
https://openalex.org/I102197404,https://ror.org/028rypz17,University of Paris-Sud,education,FR
https://openalex.org/I3018483916,https://ror.org/0575yy874,University Medical Center Utrecht,healthcare,NL
https://openalex.org/I204722609,https://ror.org/02y72wh86,Queen's University,education,CA
https://openalex.org/I865915315,https://ror.org/008xxew50,Vrije Universiteit Amsterdam,education,NL
